,price,type,room_num,floor,area_m2,floors_num,year_built,last_refurbishment,city,zip,lat,lon,canton
0,"1,235,000",Apartment,2.5,GF,138,4.0,2015.0,2018.0,Aeugst am Albis,8914,47.2822,8.489650000000001,Kanton Zürich
1,"650,000",Apartment,4.5,1,121,1.0,1987.0,2021.0,Agno,6982,46.0005,8.9028,Ticino
2,"1,062,900",Apartment,2.5,1,63,1.0,,,Bissone,6816,45.951,8.9655,Ticino
3,"1,125,500",Attic flat,2.5,3,63,1.0,,,Bissone,6816,45.951,8.9655,Ticino
4,"2,180,700",Apartment,3.5,2,125,1.0,,,Bissone,6816,45.951,8.9655,Ticino
5,"2,695,600",Apartment,5.5,GF,180,1.0,,,Bissone,6816,45.951,8.9655,Ticino
6,"3,700,000",Apartment,6.0,1,223,3.0,2022.0,2022.0,Bottmingen,4103,47.522,7.5765,Kanton Basel-Landschaft
7,"799,000",Apartment,3.5,1,110,4.0,2011.0,2011.0,Buchs,8107,47.4588,8.437,Kanton Zürich
8,"990,000",Attic flat,3.5,2,214,1.0,2001.0,2001.0,Jonschwil,9243,47.423,9.0951,Kanton St. Gallen
9,"660,000",Apartment,2.5,GF,90,1.0,2023.0,2023.0,Kollbrunn,8483,47.4557,8.7783,Kanton Zürich
10,"910,000",Apartment,3.5,3,119,1.0,2023.0,2023.0,Kollbrunn,8483,47.4557,8.7783,Kanton Zürich
11,"1,180,000",Duplex,5.5,GF,173,4.0,2023.0,2023.0,Kollbrunn,8483,47.4557,8.7783,Kanton Zürich
12,"1,390,000",Duplex,5.5,4,184,2.0,2023.0,2023.0,Kollbrunn,8483,47.4557,8.7783,Kanton Zürich
13,"890,000",Apartment,4.5,1,103,1.0,2022.0,2022.0,Kreuzlingen,8280,47.6415,9.173533333333332,Kanton Thurgau
14,"495,000",Apartment,2.5,2,64,1.0,2022.0,2022.0,Lugano,6900,46.0126,8.951066666666668,Ticino
15,"1,290,000",Terrace flat,5.5,GF,175,1.0,2022.0,2022.0,Matzingen,9548,47.5253,8.9285,Kanton Thurgau
16,"520,000",Apartment,4.5,1,88,1.0,1977.0,1977.0,Meisterschwanden,5616,47.2902,8.2258,Kanton Aargau
17,"950,000",Apartment,3.5,1,90,1.0,,,Mettmenstetten,8932,47.2478,8.464,Kanton Zürich
18,"1,370,000",Apartment,4.5,GF,110,1.0,,,Mettmenstetten,8932,47.2478,8.464,Kanton Zürich
19,"1,440,000",Apartment,5.5,1,131,1.0,,,Mettmenstetten,8932,47.2478,8.464,Kanton Zürich
20,"650,000",Apartment,4.5,1,98,1.0,1992.0,2017.0,Oberrohrdorf,5452,47.4251,8.3205,Kanton Aargau
21,"1,055,000",Apartment,4.5,GF,116,1.0,1982.0,1982.0,Oetwil an der Limmat,8955,47.431,8.3979,Kanton Zürich
22,"1,050,000",Duplex,4.5,1,157,2.0,1993.0,2022.0,Pratteln,4133,47.5192,7.692,Kanton Basel-Landschaft
23,"830,000",Apartment,4.5,2,127,1.0,,,Reinach AG,5734,47.2612,8.1793,Kanton Aargau
24,"855,000",Apartment,4.5,GF,127,1.0,,,Reinach AG,5734,47.2612,8.1793,Kanton Aargau
25,"1,075,000",Attic flat,4.5,3,144,1.0,,,Reinach AG,5734,47.2612,8.1793,Kanton Aargau
26,"1,085,000",Attic flat,4.5,3,144,1.0,,,Reinach AG,5734,47.2612,8.1793,Kanton Aargau
27,"2,400,000",Apartment,6.5,14,200,1.0,,2019.0,Rorschacherberg,9404,47.4803,9.5104,Kanton St. Gallen
28,"600,000",Apartment,4.5,GF,75,1.0,1972.0,2022.0,Rothenburg,6023,47.1046,8.2625,Kanton Luzern
29,"895,000",Apartment,4.5,1,121,4.0,2015.0,2015.0,Schaffhausen,8207,47.7228,8.673,Kanton Schaffhausen
30,"510,000",Apartment,2.5,3,58,1.0,1972.0,2021.0,Seewen SZ,6423,47.0328,8.6281,Kanton Schwyz
31,"580,000",Apartment,3.5,GF,85,1.0,,,Siglistorf,5462,47.5387,8.387,Kanton Aargau
32,"815,000",Apartment,5.5,1,128,1.0,,,Siglistorf,5462,47.5387,8.387,Kanton Aargau
33,"1,400,000",Roof flat,6.5,4,160,1.0,2009.0,2009.0,St-Blaise,2072,47.0351,6.9969,Neuchâtel
34,"1,480,000",Attic flat,5.5,3,210,1.0,2012.0,2012.0,Stein AG,4332,47.5452,7.9528,Kanton Aargau
35,"1,490,000",Terrace flat,5.5,GF,180,3.0,2022.0,2022.0,Wil,9500,47.4622,9.0517,Kanton St. Gallen
36,"951,000",Apartment,2.5,1,92,1.0,,,Winterthur,8400,47.4931,8.7297,Kanton Zürich
37,"1,199,000",Apartment,3.5,1,113,1.0,,,Winterthur,8400,47.4931,8.7297,Kanton Zürich
38,"840,000",Apartment,3.5,1,97,1.0,2022.0,2022.0,Zwillikon,8909,47.2895,8.4311,Kanton Zürich
39,"2,600,000",Apartment,3.5,4,124,6.0,2012.0,2012.0,Zürich,8045,47.3531,8.5089,Kanton Zürich
40,"1,390,000",Terrace flat,4.5,5,176,1.0,2019.0,2019.0,Aarwangen,4912,47.2357,7.7643,Canton de Berne
41,"865,000",Apartment,4.5,3,98,1.0,,2020.0,Adlikon b. Regensdorf,8106,47.4527,8.4634,Kanton Zürich
42,"330,000",Apartment,3.5,2,70,1.0,1960.0,2010.0,Agno,6982,46.0005,8.9028,Ticino
43,"790,000",Attic flat,4.5,3,137,1.0,2011.0,2011.0,Agno,6982,46.0005,8.9028,Ticino
44,"470,000",Apartment,2.5,GF,62,1.0,,,Agra,6925,45.9917,8.9261,Ticino
45,"2,600,000",Apartment,3.5,4,124,6.0,2012.0,2012.0,Zürich,8045,47.3531,8.5089,Kanton Zürich
46,"1,390,000",Terrace flat,4.5,5,176,1.0,2019.0,2019.0,Aarwangen,4912,47.2357,7.7643,Canton de Berne
47,"865,000",Apartment,4.5,3,98,1.0,,2020.0,Adlikon b. Regensdorf,8106,47.4527,8.4634,Kanton Zürich
48,"330,000",Apartment,3.5,2,70,1.0,1960.0,2010.0,Agno,6982,46.0005,8.9028,Ticino
49,"790,000",Attic flat,4.5,3,137,1.0,2011.0,2011.0,Agno,6982,46.0005,8.9028,Ticino
50,"470,000",Apartment,2.5,GF,62,1.0,,,Agra,6925,45.9917,8.9261,Ticino
51,"3,251,000",Apartment,4.5,GF,149,5.0,2021.0,2021.0,Aldesago,6974,46.0094,8.9798,Ticino
52,"6,630,000",Apartment,6.5,GF,400,2.0,2021.0,2021.0,Aldesago,6974,46.0094,8.9798,Ticino
53,"565,000",Apartment,4.5,GF,102,1.0,2012.0,2012.0,Arbedo-Castione,6517,46.1987,9.086,Ticino
54,"525,000",Apartment,,GF,,1.0,,,Ardon,1957,46.23,7.2379,Canton du Valais
55,"1,390,000",Apartment,2.5,1,66,1.0,2011.0,2011.0,Arosa,7050,46.7699,9.6683,Kanton Graubünden
56,"1,480,000",Apartment,5.5,GF,150,1.0,1928.0,2013.0,Arosa,7050,46.7699,9.6683,Kanton Graubünden
57,"760,000",Apartment,2.5,1,65,1.0,,2021.0,Ascona,6612,46.1477,8.772,Ticino
58,"875,000",Roof flat,3.5,GF,60,1.0,,,Ascona,6612,46.1477,8.772,Ticino
59,"980,000",Apartment,2.5,1,90,1.0,1990.0,2006.0,Ascona,6612,46.1477,8.772,Ticino
60,"1,190,000",Attic flat,4.5,3,132,3.0,2022.0,2022.0,Ascona,6612,46.1477,8.772,Ticino
61,"1,370,000",Apartment,4.5,GF,100,1.0,2013.0,2015.0,Ascona,6612,46.1477,8.772,Ticino
62,"1,450,000",Apartment,4.5,GF,120,3.0,1989.0,2016.0,Ascona,6612,46.1477,8.772,Ticino
63,"1,495,000",Duplex,3.5,GF,106,2.0,2018.0,2018.0,Ascona,6612,46.1477,8.772,Ticino
64,"2,450,000",Apartment,3.5,1,146,5.0,,,Ascona,6612,46.1477,8.772,Ticino
65,"2,800,000",Apartment,5.5,2,190,5.0,2021.0,2021.0,Ascona,6612,46.1477,8.772,Ticino
66,"2,885,000",Apartment,5.5,3,190,5.0,,,Ascona,6612,46.1477,8.772,Ticino
67,"5,660,000",Duplex,5.5,4,,4.0,2021.0,2021.0,Ascona,6612,46.1477,8.772,Ticino
68,"3,500,000",Attic flat,3.5,GF,180,1.0,2004.0,2017.0,Baar,6340,47.229,8.554400000000001,Kanton Zug
69,"439,000",Apartment,2.5,18,78,18.0,1963.0,1994.0,Baden,5400,47.4721,8.2914,Kanton Aargau
70,"745,000",Apartment,4.5,GF,162,1.0,2013.0,2013.0,Balerna,6828,45.8432,9.0077,Ticino
71,"625,000",Apartment,4.5,1,,2.0,2022.0,2022.0,Balsthal,4710,47.3143,7.7003,Kanton Solothurn
72,"855,000",Apartment,4.5,GF,88,1.0,1993.0,2019.0,Bassersdorf,8303,47.4404,8.6304,Kanton Zürich
73,"1,195,000",Apartment,4.5,GF,114,1.0,2005.0,2005.0,Bassersdorf,8303,47.4404,8.6304,Kanton Zürich
74,"1,350,000",Attic flat,4.5,2,210,1.0,1983.0,2010.0,Bassersdorf,8303,47.4404,8.6304,Kanton Zürich
75,"840,000",Terrace flat,3.5,GF,116,1.0,2022.0,2022.0,Beinwil am See,5712,47.2665,8.2086,Kanton Aargau
76,"960,000",Terrace flat,4.5,GF,152,1.0,2022.0,2022.0,Beinwil am See,5712,47.2665,8.2086,Kanton Aargau
77,"1,460,000",Attic flat,3.5,GF,142,1.0,2016.0,2016.0,Beinwil am See,5712,47.2665,8.2086,Kanton Aargau
78,"1,480,000",Apartment,5.0,1,129,1.0,2009.0,2009.0,Bellevue,1293,46.2545,6.1455,Genève
79,"1,580,000",Apartment,5.5,GF,188,1.0,2003.0,2003.0,Bellikon,5454,47.3916,8.3494,Kanton Aargau
80,"400,000",Apartment,2.5,GF,64,1.0,,,Bellinzona,6500,46.1999,9.02528,Ticino
81,"420,000",Apartment,2.5,1,60,1.0,2022.0,2022.0,Bellinzona,6500,46.1999,9.02528,Ticino
82,"1,600,000",Apartment,6.5,3,227,3.0,2018.0,2018.0,Bellinzona,6500,46.1999,9.02528,Ticino
83,"635,000",Apartment,4.5,1,135,1.0,2014.0,2014.0,Bellinzona,6503,46.2109,9.0017,Ticino
84,"950,000",Apartment,3.5,1,109,1.0,2020.0,2020.0,Berikon,8965,47.3538,8.3837,Kanton Aargau
85,"1,220,000",Apartment,3.5,3,87,1.0,2022.0,2022.0,Binningen,4102,47.5367,7.5677,Kanton Basel-Landschaft
86,"550,000",Apartment,3.5,2,75,1.0,1960.0,1960.0,Birsfelden,4127,47.5508,7.6363,Kanton Basel-Landschaft
87,"950,000",Terrace flat,3.5,GF,,1.0,,,Bissone,6816,45.951,8.9655,Ticino
88,"1,600,000",Apartment,6.5,3,227,3.0,2018.0,2018.0,Bellinzona,6500,46.1999,9.02528,Ticino
89,"635,000",Apartment,4.5,1,135,1.0,2014.0,2014.0,Bellinzona,6503,46.2109,9.0017,Ticino
90,"950,000",Apartment,3.5,1,109,1.0,2020.0,2020.0,Berikon,8965,47.3538,8.3837,Kanton Aargau
91,"1,220,000",Apartment,3.5,3,87,1.0,2022.0,2022.0,Binningen,4102,47.5367,7.5677,Kanton Basel-Landschaft
92,"550,000",Apartment,3.5,2,75,1.0,1960.0,1960.0,Birsfelden,4127,47.5508,7.6363,Kanton Basel-Landschaft
93,"950,000",Terrace flat,3.5,GF,,1.0,,,Bissone,6816,45.951,8.9655,Ticino
94,"3,950,000",Apartment,6.0,GF,235,1.0,,,Bissone,6816,45.951,8.9655,Ticino
95,"840,000",Duplex,3.5,GF,88,1.0,1900.0,2021.0,Blonay,1807,46.4778,6.922,Canton de Vaud
96,"425,000",Apartment,3.5,1,89,3.0,,,Boécourt,2856,47.3547,7.2168,Jura
97,"995,000",Apartment,3.5,2,134,1.0,2022.0,2022.0,Breganzona,6932,46.009,8.9274,Ticino
98,"595,000",Apartment,6.5,2,160,1.0,1973.0,2021.0,Brig,3902,46.3087,7.9792,Canton du Valais
99,"2,250,000",Terrace flat,4.5,GF,135,1.0,2015.0,2015.0,Brione s. Minusio,6645,46.1944,8.8107,Ticino
100,"3,520,000",Apartment,4.5,GF,139,1.0,2020.0,2020.0,Brione sopra Minusio,6645,46.1944,8.8107,Ticino
101,"690,000",Roof flat,3.5,3,72,1.0,,,Bussigny,1030,46.5534,6.5508,Canton de Vaud
102,"520,000",Apartment,2.5,1,82,2.0,,,Bünzen,5624,47.3274,8.321349999999999,Kanton Aargau
103,"742,000",Apartment,3.5,GF,98,1.0,2022.0,2022.0,Büsserach,4227,47.3897,7.5447,Kanton Solothurn
104,"380,000",Apartment,2.5,2,63,1.0,2022.0,2022.0,Bütschwil,9606,47.3563,9.0691,Kanton St. Gallen
105,"555,000",Apartment,3.5,1,91,1.0,2022.0,2022.0,Bütschwil,9606,47.3563,9.0691,Kanton St. Gallen
106,"945,000",Apartment,5.5,2,138,1.0,2022.0,2022.0,Bütschwil,9606,47.3563,9.0691,Kanton St. Gallen
107,"670,000",Apartment,5.5,GF,113,1.0,,2021.0,Büttikon,5619,47.3282,8.27305,Kanton Aargau
108,"1,260,000",Apartment,3.5,GF,157,1.0,2023.0,2023.0,Canobbio,6952,46.0365,8.9676,Ticino
109,"1,400,000",Apartment,4.5,3,175,1.0,2021.0,2021.0,Canobbio,6952,46.0365,8.9676,Ticino
110,"1,350,000",Apartment,5.5,4,237,1.0,1975.0,1975.0,Carona,6914,45.9567,8.9322,Ticino
111,"1,485,000",Loft,4.5,GF,200,2.0,2021.0,2021.0,Caslano,6987,45.9681,8.8804,Ticino
112,"2,850,000",Apartment,4.5,GF,157,1.0,,,Castagnola,6976,45.9991,8.9815,Ticino
113,"1,690,000",Apartment,3.5,GF,106,1.0,2010.0,2010.0,Cham,6330,47.1945,8.4562,Kanton Zug
114,"1,500,000",Apartment,2.5,1,57,1.0,2022.0,2022.0,Champfèr,7512,46.4766,9.8058,Kanton Graubünden
115,"1,980,000",Apartment,3.5,GF,89,1.0,2022.0,2022.0,Champfèr,7512,46.4766,9.8058,Kanton Graubünden
116,"560,000",Attic flat,4.5,4,104,4.0,1990.0,1990.0,Champlan,1971,46.2486,7.3796,Canton du Valais
117,"1,450,000",Apartment,5.5,1,174,1.0,2014.0,2014.0,Cheseaux-sur-Lausanne,1033,46.5822,6.5958,Canton de Vaud
118,"1,590,000",Apartment,6.0,3,134,1.0,1978.0,1978.0,Collonge-Bellerive,1245,46.2587,6.1965,Genève
119,"1,520,000",Apartment,5.0,2,123,1.0,1978.0,2022.0,Cologny,1223,46.2228,6.1808,Genève
120,"187,000",Apartment,,GF,,1.0,,,Conthey,1964,46.2214,7.303,Canton du Valais
121,"365,000",Apartment,,GF,,1.0,,,Conthey,1964,46.2214,7.303,Canton du Valais
122,"687,000",Apartment,5.5,2,138,1.0,2021.0,2021.0,Courgenay,2950,47.3933,7.130850000000001,Jura
123,"1,050,000",Apartment,4.5,1,110,1.0,,,Crans-Montana,3963,46.3282,7.49826,Canton du Valais
124,"1,520,000",Apartment,3.5,GF,158,1.0,2009.0,2009.0,Crans-Montana,3963,46.3282,7.49826,Canton du Valais
125,"1,970,000",Apartment,3.5,2,125,1.0,,,Crans-Montana,3963,46.3282,7.49826,Canton du Valais
126,"2,200,000",Apartment,4.5,1,117,1.0,2015.0,2015.0,Crans-Montana,3963,46.3282,7.49826,Canton du Valais
127,"920,000",Apartment,3.5,2,100,1.0,1995.0,2015.0,Crassier,1263,46.376,6.1681,Canton de Vaud
128,"1,395,000",Attic flat,4.5,3,139,1.0,2022.0,2022.0,Davesco,6964,46.0325,8.9862,Ticino
129,"375,000",Apartment,1.5,1,,1.0,2006.0,2022.0,Davos Platz,7270,46.7874,9.827649999999998,Kanton Graubünden
130,"995,000",Apartment,3.5,GF,118,1.0,2022.0,2022.0,Dino,6967,46.054,8.9802,Ticino
131,"920,000",Apartment,3.5,2,100,1.0,1995.0,2015.0,Crassier,1263,46.376,6.1681,Canton de Vaud
132,"1,395,000",Attic flat,4.5,3,139,1.0,2022.0,2022.0,Davesco,6964,46.0325,8.9862,Ticino
133,"375,000",Apartment,1.5,1,,1.0,2006.0,2022.0,Davos Platz,7270,46.7874,9.827649999999998,Kanton Graubünden
134,"995,000",Apartment,3.5,GF,118,1.0,2022.0,2022.0,Dino,6967,46.054,8.9802,Ticino
135,"495,000",Apartment,6.0,GF,150,1.0,,,Dörflingen,8239,47.7101,8.717,Kanton Schaffhausen
136,"755,000",Attic flat,3.5,GF,75,1.0,2022.0,2022.0,Döttingen,5312,47.56,8.253,Kanton Aargau
137,"1,920,000",Apartment,5.5,15,158,17.0,2015.0,2015.0,Dübendorf,8600,47.3905,8.6187,Kanton Zürich
138,"750,000",Apartment,4.5,1,126,1.0,1993.0,1993.0,Ebikon,6030,47.0799,8.3417,Kanton Luzern
139,"693,000",Apartment,3.5,1,94,1.0,,,Eiken,5074,47.537,7.9892,Kanton Aargau
140,"550,000",Apartment,3.5,GF,84,1.0,2008.0,2008.0,Endingen,5304,47.5307,8.2901,Kanton Aargau
141,"785,000",Duplex,5.5,GF,130,1.0,2004.0,2004.0,Epautheyres,1417,46.7142,6.64495,Canton de Vaud
142,"690,000",Apartment,4.5,1,120,1.0,2008.0,2013.0,Erlinsbach AG,5018,47.4143,8.0077,Kanton Aargau
143,"1,260,000",Apartment,4.5,GF,116,1.0,,,Ermatingen,8272,47.6604,9.0861,Kanton Thurgau
144,"1,360,000",Apartment,4.5,GF,135,1.0,,,Ermatingen,8272,47.6604,9.0861,Kanton Thurgau
145,"550,000",Apartment,2.5,1,70,1.0,2016.0,2016.0,Ermensee,6294,47.2254,8.2344,Kanton Luzern
146,"430,000",Apartment,2.5,GF,64,1.0,2024.0,2024.0,Estavayer,1470,46.8317,6.839625,Canton de Fribourg
147,"645,000",Apartment,3.5,3,93,1.0,2024.0,2024.0,Estavayer,1470,46.8317,6.839625,Canton de Fribourg
148,"785,000",Apartment,4.5,GF,120,1.0,2024.0,2024.0,Estavayer,1470,46.8317,6.839625,Canton de Fribourg
149,"900,000",Roof flat,3.0,2,75,3.0,1978.0,1978.0,Falera,7153,46.813,9.22,Kanton Graubünden
150,"2,751,200",Apartment,3.5,GF,124,1.0,2023.0,2023.0,Flims Dorf,7017,46.864,9.2694,Kanton Graubünden
151,"2,798,100",Apartment,3.5,GF,126,1.0,2023.0,2023.0,Flims Dorf,7017,46.864,9.2694,Kanton Graubünden
152,"1,700,000",Attic flat,6.5,GF,208,1.0,1990.0,2014.0,Flüelen,6454,46.9143,8.6391,Kanton Uri
153,"1,080,000",Apartment,3.5,GF,122,1.0,2015.0,2015.0,Frauenfeld,8500,47.5598,8.8889,Kanton Thurgau
154,"1,290,000",Attic flat,5.5,GF,128,2.0,2001.0,2001.0,Fällanden,8117,47.3709,8.6421,Kanton Zürich
155,"1,195,000",Apartment,4.5,GF,120,1.0,2019.0,2019.0,GENOLIER,1272,46.4362,6.2204,Canton de Vaud
156,"620,000",Apartment,3.5,GF,103,1.0,2023.0,2023.0,Genestrerio,6852,45.8501,8.9573,Ticino
157,"545,000",Apartment,2.5,1,62,1.0,,2016.0,Gentilino,6925,45.9917,8.9261,Ticino
158,"1,460,000",Apartment,3.5,GF,150,1.0,,,Gentilino,6925,45.9917,8.9261,Ticino
159,"3,510,000",Duplex,4.5,2,250,3.0,1986.0,2021.0,Gentilino,6925,45.9917,8.9261,Ticino
160,"2,390,000",Terrace flat,3.5,3,197,1.0,,,Genève,1201,46.2107,6.1469,Genève
161,"4,700,000",Apartment,7.0,2,317,15.0,1984.0,2000.0,Genève,1201,46.2107,6.1469,Genève
162,"4,900,000",Apartment,7.5,1,255,1.0,1905.0,2011.0,Genève,1201,46.2107,6.1469,Genève
163,"11,500,000",Roof flat,12.0,3,521,1.0,1905.0,1905.0,Genève,1201,46.2107,6.1469,Genève
164,"1,570,000",Apartment,5.0,6,114,1.0,1980.0,2002.0,Genève,1202,46.221,6.1432,Genève
165,"5,000,000",Roof flat,6.0,8,220,1.0,1951.0,2013.0,Genève,1206,46.1894,6.1574,Genève
167,"1,190,000",Apartment,3.0,5,93,1.0,,,Genève,1209,46.2215,6.1232,Genève
168,"4,900,000",Apartment,11.0,GF,381,1.0,1970.0,2007.0,Genève,1209,46.2215,6.1232,Genève
169,"395,000",Roof flat,3.5,3,82,1.0,,2021.0,Gerlafingen,4563,47.1706,7.5725,Kanton Solothurn
170,"910,000",Apartment,4.5,GF,105,2.0,1972.0,1972.0,Geroldswil,8954,47.4234,8.4127,Kanton Zürich
171,"345,000",Apartment,,GF,,1.0,2021.0,2021.0,Giubiasco,6512,46.1733,9.0046,Ticino
172,"598,000",Terrace flat,2.5,GF,70,1.0,2013.0,2013.0,Glattfelden,8192,47.5681,8.48825,Kanton Zürich
173,"820,000",Roof flat,4.5,2,108,1.0,2004.0,2004.0,Glattfelden,8192,47.5681,8.48825,Kanton Zürich
174,"1,195,000",Duplex,4.5,2,139,2.0,2010.0,2020.0,Glattfelden,8192,47.5681,8.48825,Kanton Zürich
175,"995,000",Apartment,3.5,3,107,1.0,2004.0,2004.0,Gordola,6596,46.175,8.8649,Ticino
176,"1,190,000",Apartment,3.0,5,93,1.0,,,Genève,1209,46.2215,6.1232,Genève
177,"4,900,000",Apartment,11.0,GF,381,1.0,1970.0,2007.0,Genève,1209,46.2215,6.1232,Genève
178,"395,000",Roof flat,3.5,3,82,1.0,,2021.0,Gerlafingen,4563,47.1706,7.5725,Kanton Solothurn
179,"910,000",Apartment,4.5,GF,105,2.0,1972.0,1972.0,Geroldswil,8954,47.4234,8.4127,Kanton Zürich
180,"345,000",Apartment,,GF,,1.0,2021.0,2021.0,Giubiasco,6512,46.1733,9.0046,Ticino
181,"598,000",Terrace flat,2.5,GF,70,1.0,2013.0,2013.0,Glattfelden,8192,47.5681,8.48825,Kanton Zürich
182,"820,000",Roof flat,4.5,2,108,1.0,2004.0,2004.0,Glattfelden,8192,47.5681,8.48825,Kanton Zürich
183,"1,195,000",Duplex,4.5,2,139,2.0,2010.0,2020.0,Glattfelden,8192,47.5681,8.48825,Kanton Zürich
184,"995,000",Apartment,3.5,3,107,1.0,2004.0,2004.0,Gordola,6596,46.175,8.8649,Ticino
185,"1,240,000",Apartment,4.5,GF,140,1.0,2021.0,2021.0,Gordola,6596,46.175,8.8649,Ticino
186,"930,000",Duplex,4.5,GF,132,2.0,2014.0,2014.0,Grellingen,4203,47.439,7.5866,Kanton Basel-Landschaft
187,"700,000",Apartment,4.5,GF,110,1.0,1980.0,1980.0,Gränichen,5722,47.3516,8.1066,Kanton Aargau
189,"795,000",Apartment,5.5,3,132,1.0,1986.0,2022.0,Herisau,9100,47.3833,9.2813,Kanton Appenzell Ausserrhoden
190,"790,000",Roof flat,4.5,3,100,1.0,1995.0,1995.0,Hinwil,8340,47.3033,8.8457,Kanton Zürich
191,"1,150,000",Duplex,4.5,1,110,2.0,1988.0,2020.0,Hirzel,8816,47.2198,8.6005,Kanton Zürich
192,"670,000",Apartment,3.5,1,73,1.0,1981.0,1981.0,Horgen,8810,47.2487,8.5964,Kanton Zürich
193,"3,990,000",Attic flat,5.5,3,199,1.0,2011.0,2011.0,Horgen,8810,47.2487,8.5964,Kanton Zürich
194,"1,020,000",Apartment,4.5,3,121,1.0,2019.0,2019.0,Horn,9326,47.5159,9.4839,Kanton Thurgau
195,"1,490,000",Duplex,3.5,2,96,2.0,2022.0,2022.0,Horw,6048,47.0108,8.3039,Kanton Luzern
196,"995,000",Apartment,5.5,2,136,3.0,2022.0,2022.0,Ilanz,7130,46.8056,9.1835,Kanton Graubünden
197,"540,000",Apartment,2.5,2,62,1.0,1985.0,2020.0,Jona SG,8645,47.232,8.84,Kanton St. Gallen
198,"905,000",Apartment,4.5,1,113,1.0,2022.0,2022.0,Kleinandelfingen,8461,47.6229,8.6777,Kanton Zürich
199,"1,950,000",Apartment,5.5,GF,147,1.0,2002.0,2002.0,Klosters,7250,46.8475,9.9649,Kanton Graubünden
200,"950,000",Terrace flat,3.5,GF,77,1.0,1960.0,1960.0,Klosters-Serneus,7250,46.8475,9.9649,Kanton Graubünden
201,"470,000",Apartment,2.0,GF,46,1.0,2019.0,2019.0,Kloten,8302,47.458,8.5849,Kanton Zürich
202,"750,000",Apartment,4.0,1,123,1.0,1970.0,1970.0,Kreuzlingen,8280,47.6415,9.173533333333332,Kanton Thurgau
203,"1,295,000",Apartment,5.5,3,145,1.0,2001.0,2001.0,Kriens,6010,47.0199,8.262525,Kanton Luzern
204,"920,000",Apartment,3.5,GF,92,1.0,2021.0,2021.0,LA RIPPE,1278,46.407,6.1167,Canton de Vaud
205,"2,210,000",Apartment,4.5,GF,132,1.0,,,LAUSANNE,1012,46.5271,6.6566,Canton de Vaud
206,"470,000",Duplex,5.5,GF,123,1.0,,,La Chaux-de-Fonds,2300,47.119,6.85585,Neuchâtel
207,"1,370,000",Attic flat,6.0,2,156,1.0,1993.0,1993.0,La Croix-de-Rozon,1257,46.149,6.1207,Genève
208,"1,850,000",Attic flat,5.5,2,110,2.0,1995.0,2013.0,Laax GR,7031,46.8095,9.2635,Kanton Graubünden
210,"1,200,000",Apartment,3.5,1,101,1.0,2022.0,2022.0,Lausanne,1010,46.5377,6.6553,Canton de Vaud
211,"2,195,000",Apartment,6.5,4,171,9.0,1975.0,2022.0,Le Grand-Saconnex,1218,46.2338,6.1221,Genève
212,"1,790,000",Duplex,5.5,GF,178,2.0,2022.0,2022.0,Le Mont-sur-Lausanne,1052,46.5616,6.6445,Canton de Vaud
213,"1,280,000",Duplex,6.0,3,202,1.0,1981.0,1981.0,Les Diablerets,1865,46.3439,7.1757,Canton de Vaud
214,"550,000",Roof flat,6.5,2,194,1.0,,,Les Ponts-de-Martel,2316,46.9872,6.73135,Neuchâtel
215,"1,150,000",Apartment,3.5,6,90,6.0,2014.0,2014.0,Locarno,6600,46.1729,8.795375,Ticino
216,"1,285,000",Apartment,3.5,5,97,7.0,2014.0,2014.0,Locarno,6600,46.1729,8.795375,Ticino
217,"950,000",Apartment,3.5,2,132,1.0,2022.0,2022.0,Losone,6616,46.1692,8.742,Ticino
218,"545,000",Apartment,3.5,5,90,1.0,,,Lugano,6900,46.0126,8.951066666666668,Ticino
219,"565,000",Apartment,2.5,1,51,1.0,2021.0,2021.0,Lugano,6900,46.0126,8.951066666666668,Ticino
220,"1,280,000",Duplex,6.0,3,202,1.0,1981.0,1981.0,Les Diablerets,1865,46.3439,7.1757,Canton de Vaud
221,"550,000",Roof flat,6.5,2,194,1.0,,,Les Ponts-de-Martel,2316,46.9872,6.73135,Neuchâtel
222,"1,150,000",Apartment,3.5,6,90,6.0,2014.0,2014.0,Locarno,6600,46.1729,8.795375,Ticino
223,"1,285,000",Apartment,3.5,5,97,7.0,2014.0,2014.0,Locarno,6600,46.1729,8.795375,Ticino
224,"950,000",Apartment,3.5,2,132,1.0,2022.0,2022.0,Losone,6616,46.1692,8.742,Ticino
225,"545,000",Apartment,3.5,5,90,1.0,,,Lugano,6900,46.0126,8.951066666666668,Ticino
226,"565,000",Apartment,2.5,1,51,1.0,2021.0,2021.0,Lugano,6900,46.0126,8.951066666666668,Ticino
227,"625,000",Apartment,3.5,GF,86,1.0,2022.0,2022.0,Lugano,6900,46.0126,8.951066666666668,Ticino
228,"725,000",Apartment,3.5,4,121,1.0,1970.0,1970.0,Lugano,6900,46.0126,8.951066666666668,Ticino
229,"790,000",Apartment,4.5,3,121,1.0,,,Lugano,6900,46.0126,8.951066666666668,Ticino
230,"849,000",Apartment,4.5,3,98,1.0,,2019.0,Lugano,6900,46.0126,8.951066666666668,Ticino
231,"920,000",Apartment,3.5,1,115,1.0,,,Lugano,6900,46.0126,8.951066666666668,Ticino
232,"1,050,000",Apartment,4.5,5,120,1.0,,,Lugano,6900,46.0126,8.951066666666668,Ticino
