,price,type,room_num,floor,area_m2,floors_num,year_built,last_refurbishment,address
988,"CHF1,700,000.–",Apartment,4.5,2,202 m2,,,,6963 Pregassona
989,"CHF1,680,000.–",Apartment,4.5,4,105 m2,,2021.0,,"Chemin du Signal 143, 1070 Puidoux"
990,"CHF1,690,000.–",Apartment,4.5,1,105 m2,,2021.0,,"Chemin du Signal 143, 1070 Puidoux"
991,"CHF815,000.–",Apartment,3.0,GF,68 m2,1.0,,,1241 Puplinge
992,"CHF990,000.–",Apartment,3.0,GF,78 m2,1.0,,,1241 Puplinge
993,"CHF1,290,000.–",Apartment,5.0,1,118 m2,1.0,,,1241 Puplinge
994,"CHF1,430,000.–",Duplex,5.0,2,145 m2,2.0,,,1241 Puplinge
995,"CHF195,000.–",Apartment,4.5,1,120 m2,,,,6775 Quinto
996,"CHF760,000.–",Apartment,4.5,,147 m2,,,,6862 Rancate
997,"CHF335,000.–",Apartment,2.5,,52 m2,3.0,,2022.0,6577 Ranzo
998,"CHF360,000.–",Apartment,3.5,1,83 m2,,1974.0,,4565 Recherswil
999,"CHF330,000.–",Apartment,4.5,2,78 m2,,1960.0,2012.0,9424 Rheineck
1000,"CHF330,000.–",Apartment,3.5,2,61 m2,,1960.0,2020.0,9424 Rheineck
1001,"CHF316,350.–",Apartment,2.5,2,64 m2,,2022.0,,1908 Riddes
1002,"CHF333,569.–",Apartment,2.5,2,67 m2,,2022.0,,1908 Riddes
1003,"CHF349,031.–",Apartment,2.5,,62 m2,,2022.0,,1908 Riddes
1004,"CHF425,000.–",Apartment,2.5,,69 m2,,2022.0,,1908 Riddes
1005,"CHF681,673.–",Apartment,4.5,2,127 m2,,2022.0,,1908 Riddes
1006,"CHF822,000.–",Attic flat,4.5,3,139 m2,,2021.0,,1908 Riddes
1007,"CHF1,490,000.–",Apartment,5.5,1,,4.0,,,4125 Riehen
1008,"CHF406,400.–",Apartment,2.0,2,63 m2,2.0,2022.0,,6825 Riva San Vitale
1009,"CHF580,400.–",Apartment,3.0,,86 m2,,2022.0,,6825 Riva San Vitale
1010,"CHF580,400.–",Apartment,3.0,2,86 m2,,2022.0,,6825 Riva San Vitale
1011,"CHF672,000.–",Apartment,3.5,,106 m2,,2022.0,,6825 Riva San Vitale
1012,"CHF597,600.–",Duplex,2.5,GF,83 m2,,2016.0,,6826 Riva San Vitale
1013,"CHF731,100.–",Apartment,3.5,2,112 m2,,2016.0,,6826 Riva San Vitale
1014,"CHF746,000.–",Apartment,3.5,2,117 m2,,2016.0,,6826 Riva San Vitale
1015,"CHF1,370,000.–",Apartment,3.5,,124 m2,,2019.0,,"piazza grande, 6826 Riva San Vitale"
1016,"CHF520,000.–",Attic flat,3.5,,76 m2,1.0,2010.0,,1852 Roche
1017,"CHF545,000.–",Duplex,4.5,,95 m2,,1995.0,,"Metzerlenstrasse 8A, 4118 Rodersdorf"
1018,"CHF430,000.–",Apartment,3.5,3,64 m2,,1968.0,,"Seehaldenstrasse 6, 9404 Rorschacherberg"
1019,"CHF660,000.–",Apartment,3.5,GF,116 m2,,,,"Via Mesolcina, 6535 Roveredo GR"
1020,"CHF775,000.–",Duplex,4.5,,80 m2,,,,6977 Ruvigliana
1021,"CHF1,780,000.–",Apartment,4.5,GF,190 m2,,,,6977 Ruvigliana
1022,"CHF2,650,000.–",Apartment,5.5,,320 m2,,2007.0,,6977 Ruvigliana
1023,"CHF3,300,000.–",Apartment,5.5,1,160 m2,,2011.0,,6977 Ruvigliana
1024,"CHF3,600,000.–",Apartment,4.5,3,200 m2,,2008.0,,6977 Ruvigliana
1025,"CHF4,500,000.–",Apartment,4.5,,217 m2,,,,6977 Ruvigliana
1026,"CHF378,000.–",Apartment,2.5,1,64 m2,,,,"Via del Tiglio, 6592 S. Antonino"
1027,"CHF620,000.–",Apartment,4.5,GF,150 m2,,,,6854 S. Pietro
1028,"CHF1,390,000.–",Duplex,5.5,,198 m2,3.0,,,6839 Sagno
1029,"CHF495,000.–",Apartment,3.5,3,,,1980.0,2016.0,"via Canva 3, 6942 Savosa"
1030,"CHF1,368,000.–",Attic flat,4.5,,,,,,"via Tesserete 69, 6942 Savosa"
1031,"CHF620,000.–",Apartment,4.5,GF,150 m2,,,,6854 S. Pietro
1032,"CHF1,390,000.–",Duplex,5.5,,198 m2,3.0,,,6839 Sagno
1033,"CHF495,000.–",Apartment,3.5,3,,,1980.0,2016.0,"via Canva 3, 6942 Savosa"
1034,"CHF1,368,000.–",Attic flat,4.5,,,,,,"via Tesserete 69, 6942 Savosa"
1035,"CHF255,000.–",Apartment,3.5,,88 m2,1.0,,2013.0,1907 Saxon
1036,"CHF525,000.–",Apartment,3.5,2,91 m2,1.0,2009.0,,1907 Saxon
1037,"CHF555,000.–",Apartment,4.5,2,100 m2,,2008.0,2021.0,1907 Saxon
1038,"CHF675,000.–",Roof flat,4.5,3,110 m2,,1985.0,,"Caglia Liunga Casa Sut Crest, 7151 Schluein"
1039,"CHF690,000.–",Roof flat,6.5,2,170 m2,3.0,1983.0,2008.0,"Weitenaustrasse 3, 9215 Schönenberg an der Thur"
1040,"CHF1,100,000.–",Attic flat,3.5,4,94 m2,4.0,2023.0,,8862 Schübelbach
1041,"CHF1,250,000.–",Attic flat,3.5,4,112 m2,4.0,2023.0,,8862 Schübelbach
1042,"CHF150,000.–",Apartment,1.5,,40 m2,,2004.0,,6514 Sementina
1043,"CHF615,000.–",Apartment,4.5,,130 m2,,2004.0,,6514 Sementina
1044,"CHF725,000.–",Apartment,4.5,,130 m2,,2004.0,,6514 Sementina
1045,"CHF204,000.–",Apartment,1.5,2,37 m2,,,,"Avenue des Alpes 15, 3960 Sierre"
1046,"CHF210,000.–",Apartment,1.5,3,37 m2,,,,"Avenue des Alpes 15, 3960 Sierre"
1047,"CHF340,000.–",Apartment,4.5,,100 m2,,1969.0,,3960 Sierre
1048,"CHF350,000.–",Apartment,4.5,,88 m2,,1975.0,2015.0,3960 Sierre
1049,"CHF370,000.–",Apartment,4.5,3,115 m2,,1963.0,1998.0,3960 Sierre
1050,"CHF525,000.–",Apartment,4.5,2,92 m2,,1970.0,,3960 Sierre
1051,"CHF1,260,000.–",Terrace flat,4.5,,200 m2,,2018.0,,3960 Sierre
1052,"CHF318,000.–",Apartment,1.0,2,49 m2,,2013.0,,1950 Sion
1053,"CHF356,000.–",Apartment,2.5,1,60 m2,,2022.0,,1950 Sion
1054,"CHF372,000.–",Apartment,2.5,GF,60 m2,,2022.0,,1950 Sion
1055,"CHF404,000.–",Apartment,3.5,1,77 m2,,2021.0,,1950 Sion
1056,"CHF420,000.–",Apartment,3.5,2,94 m2,,1985.0,,1950 Sion
1057,"CHF434,000.–",Apartment,3.5,1,72 m2,,2022.0,,1950 Sion
1058,"CHF451,000.–",Apartment,3.5,GF,72 m2,,2022.0,,1950 Sion
1059,"CHF492,000.–",Apartment,3.5,2,88 m2,,2021.0,,1950 Sion
1060,"CHF495,000.–",Apartment,3.5,,95 m2,,1995.0,2017.0,1950 Sion
1061,"CHF530,000.–",Apartment,3.5,2,104 m2,,,,"Rue Hermann Geiger, 1950 Sion"
1062,"CHF540,000.–",Apartment,2.5,1,61 m2,,2020.0,,"Rue de Condémines 34, 1950 Sion"
1063,"CHF610,000.–",Apartment,4.5,1,124 m2,,,,"Rue Hermann Geiger, 1950 Sion"
1064,"CHF620,000.–",Apartment,4.5,2,124 m2,,,,"Rue Hermann Geiger, 1950 Sion"
1065,"CHF653,000.–",Attic flat,3.5,2,102 m2,,2022.0,,1950 Sion
1066,"CHF659,000.–",Apartment,4.5,,122 m2,,2021.0,,1950 Sion
1067,"CHF720,000.–",Apartment,3.5,2,105 m2,1.0,1995.0,,1950 Sion
1068,"CHF829,000.–",Attic flat,4.5,2,126 m2,,2022.0,,1950 Sion
1069,"CHF898,000.–",Apartment,5.5,2,145 m2,4.0,2011.0,2013.0,1950 Sion
1070,"CHF990,000.–",Apartment,4.5,3,140 m2,1.0,1903.0,2006.0,1950 Sion
1071,"CHF1,108,800.–",Apartment,3.5,1,126 m2,1.0,2021.0,,1950 Sion
1072,"CHF1,125,000.–",Attic flat,4.5,5,212 m2,,1994.0,,1950 Sion
1073,"CHF1,670,000.–",Attic flat,6.5,5,217 m2,2.0,1985.0,,1950 Sion
1074,"CHF980,000.–",Apartment,4.5,1,213 m2,,,,"La Rosablanche, 1997 Siviez (Nendaz)"
1075,"CHF640,000.–",Apartment,4.5,4,107 m2,,1996.0,,"Brühlstrasse 127, 4500 Solothurn"
1076,"CHF1,175,000.–",Apartment,4.0,,136 m2,3.0,2021.0,,"Dino, 6901 Sonvico"
1077,"CHF995,000.–",Attic flat,3.5,,118 m2,3.0,2021.0,,"Dino, 6968 Sonvico"
1078,"CHF1,070,000.–",Apartment,4.5,2,120 m2,,2020.0,,"via cortivallo, 6924 Sorengo"
1079,"CHF450,000.–",Apartment,2.5,,57 m2,,,,1806 St-Légier-La Chiésaz
1080,"CHF1,710,000.–",Apartment,6.5,,155 m2,,2022.0,,1806 St-Légier-La Chiésaz
1081,"CHF1,108,800.–",Apartment,3.5,1,126 m2,1.0,2021.0,,1950 Sion
1082,"CHF1,125,000.–",Attic flat,4.5,5,212 m2,,1994.0,,1950 Sion
1083,"CHF1,670,000.–",Attic flat,6.5,5,217 m2,2.0,1985.0,,1950 Sion
1084,"CHF980,000.–",Apartment,4.5,1,213 m2,,,,"La Rosablanche, 1997 Siviez (Nendaz)"
1085,"CHF640,000.–",Apartment,4.5,4,107 m2,,1996.0,,"Brühlstrasse 127, 4500 Solothurn"
1086,"CHF1,175,000.–",Apartment,4.0,,136 m2,3.0,2021.0,,"Dino, 6901 Sonvico"
1087,"CHF995,000.–",Attic flat,3.5,,118 m2,3.0,2021.0,,"Dino, 6968 Sonvico"
1088,"CHF1,070,000.–",Apartment,4.5,2,120 m2,,2020.0,,"via cortivallo, 6924 Sorengo"
1089,"CHF450,000.–",Apartment,2.5,,57 m2,,,,1806 St-Légier-La Chiésaz
1090,"CHF1,710,000.–",Apartment,6.5,,155 m2,,2022.0,,1806 St-Légier-La Chiésaz
1091,"CHF1,750,000.–",Apartment,5.5,,153 m2,,2022.0,,1806 St-Légier-La Chiésaz
1092,"CHF440,000.–",Apartment,4.5,,100 m2,,1990.0,2014.0,1958 St-Léonard
1093,"CHF265,000.–",Apartment,3.5,2,65 m2,,1960.0,2001.0,1890 St-Maurice
1094,"CHF630,000.–",Apartment,4.5,GF,106 m2,,1986.0,,9015 St. Gallen
1095,"CHF2,330,000.–",Apartment,3.5,1,118 m2,,,,"Galleria Badrut, 7500 St. Moritz"
1096,"CHF590,000.–",Apartment,4.5,2,145 m2,4.0,2015.0,,6855 Stabio
1097,"CHF620,000.–",Apartment,4.5,GF,150 m2,,,,6855 Stabio
1098,"CHF515,000.–",Apartment,3.5,GF,68 m2,4.0,2023.0,,"Aachweg 1, 9323 Steinach"
1099,"CHF465,000.–",Apartment,4.5,GF,104 m2,3.0,2014.0,,3952 Susten
1100,"CHF755,000.–",Apartment,3.5,1,84 m2,,,,"Nauenstrasse 7a-e, 8632 Tann"
1101,"CHF1,650,000.–",Attic flat,5.5,,162 m2,,,,"Nauenstrasse 7a-e, 8632 Tann"
1102,"CHF398,000.–",Apartment,3.5,4,80 m2,,1980.0,,"Taverne, 6807 Taverne"
1103,"CHF590,000.–",Apartment,3.5,GF,87 m2,,2014.0,,6652 Tegna
1104,"CHF735,000.–",Apartment,4.5,,81 m2,,1971.0,2020.0,"Birsmattstrasse 42, 4106 Therwil"
1105,"CHF180,000.–",Apartment,2.5,5,53 m2,,1994.0,,1899 Torgon
1106,"CHF300,000.–",Furnished dwelling,3.5,5,80 m2,,1974.0,2018.0,1899 Torgon
1107,"CHF400,000.–",Attic flat,2.5,2,66 m2,2.0,1985.0,,6807 Torricella-Taverne
1108,"CHF745,000.–",Attic flat,4.5,2,134 m2,2.0,1985.0,,6807 Torricella-Taverne
1109,"CHF1,175,000.–",Duplex,3.5,3,95 m2,,2001.0,,8707 Uetikon am See
1110,"CHF182,000.–",Apartment,1.5,,35 m2,,2022.0,,1958 Uvrier
1111,"CHF218,000.–",Apartment,1.5,,42 m2,,2022.0,,1958 Uvrier
1112,"CHF276,000.–",Apartment,1.5,,53 m2,,2022.0,,1958 Uvrier
1113,"CHF321,000.–",Studio,1.5,GF,42 m2,,2022.0,,1958 Uvrier
1114,"CHF348,000.–",Apartment,2.5,,66 m2,,2022.0,,1958 Uvrier
1115,"CHF348,000.–",Apartment,2.5,,70 m2,,2022.0,,1958 Uvrier
1116,"CHF1,650,000.–",Attic flat,5.5,,162 m2,,,,"Nauenstrasse 7a-e, 8632 Tann"
1117,"CHF398,000.–",Apartment,3.5,4,80 m2,,1980.0,,"Taverne, 6807 Taverne"
1118,"CHF590,000.–",Apartment,3.5,GF,87 m2,,2014.0,,6652 Tegna
1119,"CHF735,000.–",Apartment,4.5,,81 m2,,1971.0,2020.0,"Birsmattstrasse 42, 4106 Therwil"
1120,"CHF180,000.–",Apartment,2.5,5,53 m2,,1994.0,,1899 Torgon
1121,"CHF300,000.–",Furnished dwelling,3.5,5,80 m2,,1974.0,2018.0,1899 Torgon
1122,"CHF400,000.–",Attic flat,2.5,2,66 m2,2.0,1985.0,,6807 Torricella-Taverne
1123,"CHF745,000.–",Attic flat,4.5,2,134 m2,2.0,1985.0,,6807 Torricella-Taverne
1124,"CHF1,175,000.–",Duplex,3.5,3,95 m2,,2001.0,,8707 Uetikon am See
1125,"CHF182,000.–",Apartment,1.5,,35 m2,,2022.0,,1958 Uvrier
1126,"CHF218,000.–",Apartment,1.5,,42 m2,,2022.0,,1958 Uvrier
1127,"CHF276,000.–",Apartment,1.5,,53 m2,,2022.0,,1958 Uvrier
1128,"CHF321,000.–",Studio,1.5,GF,42 m2,,2022.0,,1958 Uvrier
1129,"CHF348,000.–",Apartment,2.5,,66 m2,,2022.0,,1958 Uvrier
1130,"CHF348,000.–",Apartment,2.5,,70 m2,,2022.0,,1958 Uvrier
1131,"CHF353,000.–",Apartment,2.5,GF,61 m2,,2022.0,,1958 Uvrier
1132,"CHF361,000.–",Apartment,2.5,,70 m2,,2022.0,,1958 Uvrier
1133,"CHF363,000.–",Attic flat,2.5,,60 m2,,2022.0,,1958 Uvrier
1134,"CHF481,000.–",Apartment,3.5,GF,87 m2,,2022.0,,1958 Uvrier
1135,"CHF486,000.–",Apartment,3.5,,97 m2,,2022.0,,1958 Uvrier
1136,"CHF1,490,000.–",Row house,5.5,,140 m2,4.0,1994.0,2010.0,"Trislenstrasse, 8184 Bachenbülach"
1137,"CHF1,960,000.–",Multi-family house,13.0,,359 m2,5.0,1949.0,2018.0,"Muespacherstrasse 47, 4055 Basel"
1138,"CHF1,095,000.–",Single house,4.5,GF,108 m2,4.0,1950.0,2022.0,"Olivenweg 32, 3018 Bern"
1139,"CHF1,400,000.–",Multi-family house,8.5,,195 m2,3.0,1967.0,2020.0,"Stafflerstrasse 17, 5620 Bremgarten AG"
1140,"CHF1,200,000.–",Single house,6.0,,145 m2,4.0,1926.0,2016.0,"Neumattstrasse 40, 5033 Buchs AG"
1141,"CHF1,290,000.–",Single house,7.0,,200 m2,,2022.0,,"Mellingerstrasse 48, 5314 Böttstein"
1142,"CHF1,380,000.–",Villa,9.5,,,3.0,1987.0,,"Kanzelstrasse 23, 4622 Egerkingen"
1143,"CHF1,380,000.–",Single house,6.0,,200 m2,4.0,2022.0,,"Geissgasse 15, 8762 Glarus Süd"
1144,"CHF1,295,000.–",Single house,5.5,3,160 m2,3.0,2021.0,,"Friedhofweg 2, 5705 Hallwil"
1145,"CHF1,998,000.–",Multi-family house,19.5,,190 m2,3.0,1923.0,1998.0,"Alte G. 7.8, 6440 Ingenbohl"
1146,"CHF9,999,999.–",Single house,9.5,,560 m2,2.0,2010.0,2017.0,"Musterstrasse 9999, 2406 La Brévine"
1147,"CHF1,270,000.–",Single house,6.5,,196 m2,2.0,2022.0,,"Rte des Préalpes 5, 1753 Matran"
1148,"CHF1,180,000.–",Single house,5.5,,210 m2,,2023.0,,"Hubelstrasse, 5054 Moosleerau"
1149,"CHF1,280,000.–",Single house,5.5,,210 m2,,2023.0,,"Hubelstrasse, 5054 Moosleerau"
1150,"CHF1,090,000.–",Row house,6.5,,167 m2,3.0,2022.0,,"Maiholderstrasse, 4653 Obergösgen"
1151,"CHF1,690,000.–",Bifamiliar house,7.5,,248 m2,4.0,2022.0,,"Litzistrasse 30, 8917 Oberlunkhofen"
1152,"CHF830,000.–",Row house,4.0,,,4.0,1996.0,2022.0,"Hohle Gasse 10, 4433 Ramlinsburg"
1153,"CHF1,080,000.–",Row house,6.5,GF,210 m2,4.0,,,"Erlenstrasse, 5462 Siglistorf"
1154,"CHF1,265,000.–",Row house,6.5,GF,210 m2,4.0,,,"Erlenstrasse, 5462 Siglistorf"
1155,"CHF1,090,000.–",Row house,6.5,,167 m2,3.0,2022.0,,"Maiholderstrasse, 4653 Obergösgen"
1156,"CHF1,690,000.–",Bifamiliar house,7.5,,248 m2,4.0,2022.0,,"Litzistrasse 30, 8917 Oberlunkhofen"
1157,"CHF830,000.–",Row house,4.0,,,4.0,1996.0,2022.0,"Hohle Gasse 10, 4433 Ramlinsburg"
1158,"CHF1,080,000.–",Row house,6.5,GF,210 m2,4.0,,,"Erlenstrasse, 5462 Siglistorf"
1159,"CHF1,265,000.–",Row house,6.5,GF,210 m2,4.0,,,"Erlenstrasse, 5462 Siglistorf"
1160,"CHF2,650,000.–",Single house,8.0,,194 m2,3.0,1982.0,2021.0,1226 Thônex
1161,"CHF4,950,000.–",Rustico,12.0,,270 m2,2.0,,2014.0,"Rodino Private Village, 6632 Vogorno"
1162,"CHF3,050,000.–",Single house,6.5,,245 m2,3.0,1986.0,2013.0,"Pannerhofstrasse 19, 6353 Weggis"
1163,"CHF1,790,000.–",Multi-family house,12.0,,308 m2,3.0,1900.0,2016.0,"Hauptstrasse 16, 4234 Zullwil"
1164,"CHF10,000,000.–",Multi-family house,2.5,,666 m2,7.0,1912.0,2000.0,"Zypressenstrasse, 8004 Zürich"
1165,"CHF5,800,000.–",Multi-family house,18.0,,350 m2,5.0,1895.0,2019.0,"Albisstrasse 86, 8038 Zürich"
1166,"CHF1,200,000.–",Single house,7.5,,220 m2,,1986.0,,6716 Acquarossa
1167,"CHF885,000.–",Single house,4.5,,164 m2,,1983.0,,6982 Agno
1168,"CHF900,000.–",Row house,4.5,4,140 m2,4.0,1984.0,2017.0,"Via Cassinelle 19, 6982 Agno"
1169,"CHF550,000.–",Chalet,5.0,,130 m2,2.0,1950.0,2000.0,6780 Airolo
1170,"CHF800,000.–",Single house,5.5,,116 m2,4.0,,2015.0,"Dorfpl., 4123 Allschwil"
1171,"CHF2,300,000.–",Multi-family house,,,260 m2,4.0,1912.0,,"Poststrasse 3, 4123 Allschwil"
1172,"CHF1,100,000.–",Row house,5.5,,163 m2,3.0,2015.0,,6460 Altdorf UR
1173,"CHF1,490,000.–",Single house,6.5,,,3.0,2017.0,,"Starenweg 3, 8514 Amlikon-Bissegg"
1174,"CHF1,550,000.–",Single house,5.5,,171 m2,,1984.0,2014.0,9204 Andwil SG
1175,"CHF1,220,000.–",Row house,5.5,,,3.0,2023.0,,"La Saugette, 1143 Apples"
1176,"CHF695,000.–",Single house,4.5,,144 m2,,,,"Aproz (Nendaz), 1994 Aproz (Nendaz)"
1177,"CHF1,490,000.–",Chalet,6.0,,220 m2,,2006.0,2015.0,1974 Arbaz
1178,"CHF1,700,000.–",Chalet,7.5,2,225 m2,2.0,2016.0,2019.0,"Chemin des Mayens 6, 1974 Arbaz"
1179,"CHF1,840,000.–",Chalet,5.5,,,,,,1974 Arbaz
1180,"CHF1,625,000.–",Single house,4.5,,,2.0,1978.0,,6517 Arbedo
1181,"CHF1,300,000.–",Bifamiliar house,4.5,,155 m2,3.0,1982.0,,"Adlismattstrasse 15, 8905 Arni"
1182,"CHF1,030,000.–",Single house,5.5,,181 m2,,2021.0,,6822 Arogno
1183,"CHF2,800,000.–",Single house,8.0,,202 m2,,1960.0,,6612 Ascona
1184,"CHF450,000.–",Single house,4.5,,115 m2,,1990.0,,6999 Astano
1185,"CHF3,200,000.–",Single house,12.0,,450 m2,,1993.0,,"Verger-au-Prêtre, 2954 Asuel"
1186,"CHF2,750,000.–",Single house,10.5,,293 m2,,1996.0,2006.0,7310 Bad Ragaz
1187,"CHF1,790,000.–",Multi-family house,,,,3.0,1965.0,1997.0,"Katzensteigweg, 5330 Bad Zurzach"
1188,"CHF1,190,000.–",Row house,6.5,,150 m2,,1988.0,,5405 Baden / Dättwil
1189,"CHF1,130,000.–",Single house,7.0,,240 m2,2.0,1974.0,,6828 Balerna
1190,"CHF2,250,000.–",Villa,10.5,,537 m2,,1900.0,,6828 Balerna
1191,"CHF1,550,000.–",Row house,5.5,,198 m2,,2000.0,,"Bodenacherstrasse 6C, 8303 Bassersdorf"
1192,"CHF830,000.–",Chalet,4.5,,195 m2,,2008.0,,6781 Bedretto
1193,"CHF1,550,000.–",Row house,5.5,,198 m2,,2000.0,,"Bodenacherstrasse 6C, 8303 Bassersdorf"
1194,"CHF830,000.–",Chalet,4.5,,195 m2,,2008.0,,6781 Bedretto
1195,"CHF2,150,000.–",Multi-family house,,,,4.0,1996.0,,"Aarauerstrasse 32, 5712 Beinwil am See"
1196,"CHF1,095,000.–",Row house,5.5,,157 m2,3.0,1993.0,,"Hasenbergstrasse 30B, 5454 Bellikon"
1197,"CHF950,000.–",Bifamiliar house,6.0,,176 m2,,,,9442 Berneck
1198,"CHF660,000.–",Villa,8.0,,170 m2,2.0,,,1996 Bieudron (Nendaz)
1199,"CHF2,100,000.–",Single house,6.5,,189 m2,3.0,2002.0,,"Hirtenbündtenweg 11, 4102 Binningen"
1200,"CHF990,000.–",Single house,5.5,,173 m2,2.0,2022.0,,"Via Mulini 22, 6934 Bioggio"
1201,"CHF1,450,000.–",Bifamiliar house,5.5,,180 m2,,,,5413 Birmenstorf AG
1202,"CHF2,690,000.–",Villa,11.0,,,,1985.0,,6935 Bosco Luganese
1203,"CHF1,400,000.–",Single house,4.5,,175 m2,2.0,2022.0,,6932 Breganzona
1204,"CHF2,000,000.–",Bifamiliar house,8.0,,200 m2,3.0,,2010.0,6932 Breganzona
1205,"CHF2,900,000.–",Villa,9.0,,248 m2,2.0,,2004.0,6932 Breganzona
1206,"CHF3,300,000.–",Villa,9.0,,484 m2,,1970.0,,6932 Breganzona
1207,"CHF1,900,000.–",Villa,4.5,,363 m2,,1987.0,,6835 Breggia
1208,"CHF860,000.–",Farm house,10.0,,216 m2,,,2008.0,2904 Bressaucourt
1209,"CHF850,000.–",Single house,5.5,,152 m2,2.0,,,6614 Brissago
1210,"CHF1,150,000.–",Bifamiliar house,5.5,,177 m2,3.0,2011.0,,"Sommerhaldenstrasse, 5200 Brugg"
1211,"CHF1,550,000.–",Single house,6.5,,152 m2,3.0,2009.0,,"Wüeristrasse 23, 8107 Buchs ZH"
1212,"CHF2,200,000.–",Single house,8.5,,430 m2,,2017.0,,"Hinterfeldstrasse 11, 5736 Burg AG"
1213,"CHF1,850,000.–",Terrace house,5.0,,145 m2,1.0,1976.0,2015.0,"Chemin Grand'Vignes 13, 1030 Bussigny"
1214,"CHF6,000,000.–",Multi-family house,,,,,,,"Rte de Buyère 7, 1030 Bussigny"
1215,"CHF1,239,000.–",Single house,5.5,,112 m2,4.0,1859.0,2022.0,"Schulstrasse 1, 8344 Bäretswil"
1216,"CHF4,200,000.–",Villa,10.0,,613 m2,,,,6814 Cadempino
1217,"CHF1,650,000.–",Bifamiliar house,8.0,,260 m2,2.0,,,6528 Camorino
1218,"CHF1,250,000.–",Single house,4.5,,144 m2,3.0,2006.0,,"Via Ganna, 6952 Canobbio"
1219,"CHF1,850,000.–",Villa,9.0,,350 m2,,,,"via trevano, 6952 Canobbio"
1220,"CHF780,000.–",Single house,3.5,,150 m2,,1999.0,,6919 Carabietta
1221,"CHF790,000.–",Single house,5.5,,228 m2,,2010.0,,6987 Caslano
1222,"CHF1,140,000.–",Single house,5.5,,200 m2,,,,"Via Nosetto, 6987 Caslano"
1223,"CHF4,300,000.–",Single house,6.0,,200 m2,2.0,,,6976 Castagnola
1224,"CHF1,050,000.–",Single house,4.0,,43 m2,,,,1292 Chambésy
1225,"CHF1,390,000.–",Chalet,10.0,,260 m2,3.0,1900.0,2005.0,"Rte de Chavalet 38, 1874 Champéry"
1226,"CHF1,450,000.–",Chalet,6.5,,,,2006.0,,"Village-d'En-Haut 20, 1637 Charmey (Gruyère)"
1227,"CHF1,690,000.–",Row house,6.5,,176 m2,4.0,,,1279 Chavannes-de-Bogis
1228,"CHF790,000.–",Single house,5.5,,140 m2,,1870.0,1998.0,1618 Châtel-St-Denis
1229,"CHF2,400,000.–",Villa,6.5,,360 m2,,1980.0,,6992 Cimo
1230,"CHF1,150,000.–",Single house,6.5,,220 m2,2.0,,,6877 Coldrerio
1231,"CHF10,900,000.–",Single house,,,350 m2,,,,1223 Cologny
1232,"CHF790,000.–",Single house,5.5,,140 m2,,1870.0,1998.0,1618 Châtel-St-Denis
1233,"CHF2,400,000.–",Villa,6.5,,360 m2,,1980.0,,6992 Cimo
1234,"CHF1,150,000.–",Single house,6.5,,220 m2,2.0,,,6877 Coldrerio
1235,"CHF10,900,000.–",Single house,,,350 m2,,,,1223 Cologny
1236,"CHF1,350,000.–",Villa,6.5,,156 m2,2.0,2020.0,,1971 Coméraz(Grimisuat)
1237,"CHF2,980,000.–",Single house,7.5,,180 m2,,1960.0,2020.0,1802 Corseaux
1238,"CHF1,130,000.–",Single house,6.5,,317 m2,,1990.0,2011.0,2825 Courchapoix
1239,"CHF500,000.–",Multi-family house,,,,,1982.0,2011.0,2853 Courfaivre
1240,"CHF3,500,000.–",Chalet,5.0,,356 m2,3.0,2012.0,,"Briesses 4, 3963 Crans-Montana"
1241,"CHF1,990,000.–",Bifamiliar house,6.5,,222 m2,3.0,1984.0,2021.0,1023 Crissier
1242,"CHF1,095,000.–",Single house,5.5,,160 m2,,,,6516 Cugnasco
1243,"CHF1,295,000.–",Single house,6.5,1,185 m2,,2007.0,,1482 Cugy FR
1244,"CHF2,550,000.–",Single house,5.5,,295 m2,,1976.0,,6944 Cureglia
1245,"CHF5,500,000.–",Villa,5.5,,400 m2,,,,6944 Cureglia
1246,"CHF1,850,000.–",Villa,6.5,,250 m2,3.0,,,6964 Davesco-Soragno
1247,"CHF1,680,000.–",Single house,4.5,,178 m2,,1979.0,,"Ramstelweg 21, 4143 Dornach"
1248,"CHF4,200,000.–",Multi-family house,,,,3.0,1967.0,2021.0,4658 Däniken SO
1249,"CHF860,000.–",Single house,4.5,,,2.0,,,"Chäppelistrasse 14, 5312 Döttingen"
1250,"CHF1,540,000.–",Single house,6.5,,150 m2,4.0,1994.0,,"Bühlrain 3, 6030 Ebikon"
1251,"CHF1,740,000.–",Bifamiliar house,5.5,,132 m2,3.0,2022.0,,"Chem. de l'Ormet, 1024 Ecublens"
1252,"CHF3,650,000.–",Villa,8.0,,,,,,1024 Ecublens VD
1253,"CHF5,800,000.–",Single house,12.5,,1300 m2,4.0,1990.0,,"Thalrichstrasse 2, 4622 Egerkingen"
1254,"CHF1,350,000.–",Bifamiliar house,6.5,GF,193 m2,4.0,1996.0,2017.0,"Gehrenhagweg 10, 5420 Ehrendingen"
1255,"CHF1,000,000.–",Bifamiliar house,4.5,,127 m2,2.0,1924.0,,5408 Ennetbaden
1256,"CHF3,990,000.–",Single house,7.5,,248 m2,,2003.0,2021.0,1066 Epalinges
1257,"CHF1,125,000.–",Multi-family house,9.5,,192 m2,3.0,1932.0,1972.0,"Wiedingstrasse, 5012 Eppenberg-Wöschnau"
