,price,type,room_num,floor,area_m2,floors_num,year_built,last_refurbishment,address
469,"CHF1,080,000.–",Apartment,5.5,2,195 m2,,,,6500 Bellinzona
470,"CHF360,000.–",Apartment,2.5,,54 m2,,,,6503 Bellinzona
471,"CHF987,000.–",Apartment,4.5,,150 m2,3,2022,,6503 Bellinzona
472,"CHF410,000.–",Apartment,3.5,1,82 m2,,,,"A Bex, 1880 Bex"
473,"CHF380,000.–",Apartment,2.5,3,63 m2,,,,"Via Parallela, 6710 Biasca"
474,"CHF595,000.–",Terrace flat,4.5,2,115 m2,3,2017,,"Via Lucomagno, 6710 Biasca"
475,"CHF620,000.–",Apartment,4.5,GF,130 m2,3,2017,,"Via Lucomagno, 6710 Biasca"
476,"CHF680,000.–",Apartment,4.5,1,129 m2,,,,"Via Parallela, 6710 Biasca"
477,"CHF1,100,000.–",Apartment,4.5,1,122 m2,3,2015,,"In der Rütti 7, 4105 Biel-Benken BL"
478,"CHF565,000.–",Apartment,3.5,3,86 m2,,1996,2018,"Haldenstrasse 23, 2502 Biel/Bienne"
479,"CHF790,000.–",Apartment,4.5,GF,120 m2,,1964,,2502 Biel/Bienne
480,"CHF825,000.–",Apartment,3.5,GF,85 m2,,1976,2017,"Im Spiegelfeld 12, 4102 Binningen"
481,"CHF900,000.–",Apartment,2.5,2,70 m2,,2022,,"Bottmingerstrasse 49, 4102 Binningen"
482,"CHF1,180,000.–",Apartment,3.5,GF,88 m2,,2022,,"Bottmingerstrasse 49, 4102 Binningen"
483,"CHF1,790,000.–",Apartment,4.5,1,133 m2,,2012,,4102 Binningen
484,"CHF645,000.–",Duplex,4.5,2,104 m2,,2002,,"Pestalozzistrasse 26, 5242 Birr"
485,"CHF775,000.–",Apartment,3.5,4,75 m2,5,1960,2018,"Schulstrasse 22 22, 4127 Birsfelden"
486,"CHF300,000.–",Apartment,2,4,50 m2,7,1980,2021,"Campione 65, 6816 Bissone"
487,"CHF1,100,000.–",Apartment,4.5,1,122 m2,3,2015,,"In der Rütti 7, 4105 Biel-Benken BL"
488,"CHF565,000.–",Apartment,3.5,3,86 m2,,1996,2018,"Haldenstrasse 23, 2502 Biel/Bienne"
489,"CHF790,000.–",Apartment,4.5,GF,120 m2,,1964,,2502 Biel/Bienne
490,"CHF825,000.–",Apartment,3.5,GF,85 m2,,1976,2017,"Im Spiegelfeld 12, 4102 Binningen"
491,"CHF900,000.–",Apartment,2.5,2,70 m2,,2022,,"Bottmingerstrasse 49, 4102 Binningen"
492,"CHF1,180,000.–",Apartment,3.5,GF,88 m2,,2022,,"Bottmingerstrasse 49, 4102 Binningen"
493,"CHF1,790,000.–",Apartment,4.5,1,133 m2,,2012,,4102 Binningen
494,"CHF645,000.–",Duplex,4.5,2,104 m2,,2002,,"Pestalozzistrasse 26, 5242 Birr"
495,"CHF775,000.–",Apartment,3.5,4,75 m2,5,1960,2018,"Schulstrasse 22 22, 4127 Birsfelden"
496,"CHF300,000.–",Apartment,2,4,50 m2,7,1980,2021,"Campione 65, 6816 Bissone"
497,"CHF300,000.–",Apartment,2,4,50 m2,7,1980,2021,"Campione 65, 6816 Bissone"
498,"CHF340,000.–",Apartment,2,7,50 m2,7,1980,2021,"Campione 65, 6816 Bissone"
499,"CHF1,400,000.–",Apartment,5.5,2,130 m2,,1990,,6816 Bissone
500,"CHF3,720,000.–",Apartment,4.5,,235 m2,,2019,,6816 Bissone
501,"CHF3,750,000.–",Attic flat,4.5,,235 m2,,2021,,6816 Bissone
502,"CHF1,190,000.–",Apartment,5.5,,140 m2,,2013,,6935 Bosco Luganese
503,"CHF279,000.–",Apartment,1,,32 m2,,2020,,1967 Bramois
504,"CHF585,000.–",Terrace flat,3.5,1,86 m2,,2011,2020,1967 Bramois
505,"CHF680,000.–",Apartment,3.5,2,76 m2,,2022,,6932 Breganzona
506,"CHF1,185,000.–",Apartment,4.5,,124 m2,,1967,,6932 Breganzona
507,"CHF1,390,000.–",Apartment,3.5,,147 m2,,,,"via gemmo, 6932 Breganzona"
508,"CHF2,200,000.–",Attic flat,4.5,,160 m2,2,2001,,6645 Brione s. Minusio
509,"CHF3,400,000.–",Apartment,4.5,2,166 m2,,2021,,"Via Orselina 56, 6645 Brione sopra Minusio"
510,"CHF480,000.–",Apartment,2.5,1,83 m2,,2022,,6614 Brissago
511,"CHF950,000.–",Apartment,2.5,2,102 m2,,2022,,6614 Brissago
512,"CHF1,350,000.–",Attic flat,4.5,3,205 m2,3,1976,2010,6614 Brissago
513,"CHF1,450,000.–",Apartment,4.5,8,140 m2,,2017,,6614 Brissago
514,"CHF1,550,000.–",Apartment,,5,200 m2,5,2004,,"Via Mozzana 1, 6614 Brissago"
515,"CHF598,000.–",Apartment,5.5,4,140 m2,,2010,,"Via Sottomontagna 20, 6593 Cadenazzo"
516,"CHF595,000.–",Apartment,2.5,GF,61 m2,,2012,,"Via dei Circoli 7, 6965 Cadro"
517,"CHF745,000.–",Apartment,3.5,3,,,,,6965 Cadro
518,"CHF1,390,000.–",Duplex,5.5,,190 m2,,2012,,6965 Cadro
519,"CHF160,000.–",Apartment,1.5,,27 m2,,,,6955 Cagiallo
520,"CHF470,000.–",Apartment,2.5,1,79 m2,,2022,,6528 Camorino
521,"CHF540,000.–",Apartment,2.5,2,79 m2,,2022,,6528 Camorino
522,"CHF780,000.–",Apartment,4.5,1,131 m2,,,,"In Muntagna, 6528 Camorino"
523,"CHF520,000.–",Apartment,2.5,4,49 m2,5,2019,,6952 Canobbio
524,"CHF720,000.–",Apartment,4.5,,118 m2,,1990,,6952 Canobbio
525,"CHF878,000.–",Apartment,3.5,1,97 m2,,,,6952 Canobbio
526,"CHF878,000.–",Apartment,3.5,1,104 m2,,2020,,6952 Canobbio
527,"CHF906,000.–",Apartment,3.5,GF,97 m2,,,,6952 Canobbio
528,"CHF906,000.–",Apartment,3.5,GF,97 m2,,,,6952 Canobbio
529,"CHF1,008,000.–",Apartment,4.5,1,112 m2,,,,6952 Canobbio
530,"CHF1,260,000.–",Apartment,3.5,3,157 m2,,2022,,6952 Canobbio
531,"CHF1,685,000.–",Apartment,4.5,1,211 m2,,2022,,6952 Canobbio
532,"CHF1,860,000.–",Duplex,4.5,,193 m2,,2021,,6952 Canobbio
533,"CHF1,860,000.–",Duplex,4.5,1,193 m2,,2021,,6952 Canobbio
534,"CHF1,980,000.–",Attic flat,4.5,4,225 m2,,2023,,6952 Canobbio
535,"CHF878,000.–",Apartment,3.5,1,104 m2,,2020,,6952 Canobbio
536,"CHF906,000.–",Apartment,3.5,GF,97 m2,,,,6952 Canobbio
537,"CHF906,000.–",Apartment,3.5,GF,97 m2,,,,6952 Canobbio
538,"CHF1,008,000.–",Apartment,4.5,1,112 m2,,,,6952 Canobbio
539,"CHF1,260,000.–",Apartment,3.5,3,157 m2,,2022,,6952 Canobbio
540,"CHF1,685,000.–",Apartment,4.5,1,211 m2,,2022,,6952 Canobbio
541,"CHF1,860,000.–",Duplex,4.5,,193 m2,,2021,,6952 Canobbio
542,"CHF1,860,000.–",Duplex,4.5,1,193 m2,,2021,,6952 Canobbio
543,"CHF1,980,000.–",Attic flat,4.5,4,225 m2,,2023,,6952 Canobbio
544,"CHF1,980,000.–",Attic flat,4.5,4,225 m2,,2022,,6952 Canobbio
545,"CHF2,550,000.–",Apartment,5.5,,256 m2,,2016,,"Canobbio, 6952 Canobbio"
546,"CHF360,000.–",Apartment,2.5,1,67 m2,,2022,,6825 Capolago
547,"CHF495,000.–",Apartment,2.5,3,99 m2,5,2017,,"Via Cantonale, 6953 Capriasca"
548,"CHF1,400,000.–",Apartment,4.5,2,160 m2,,1980,,6919 Carabietta
549,"CHF323,000.–",Apartment,3.5,2,56 m2,,1973,2020,"Via E.Bossi 50, 6760 Carì"
550,"CHF400,000.–",Apartment,2.5,2,67 m2,,2023,,"via Cantonale, 6987 Caslano"
551,"CHF420,000.–",Apartment,2.5,2,70 m2,,2023,2023,"via Cantonale, 6987 Caslano"
552,"CHF460,000.–",Apartment,2.5,2,76 m2,,2023,,"via Cantonale, 6987 Caslano"
553,"CHF785,000.–",Apartment,3.5,GF,140 m2,,2023,,"via Cantonale, 6987 Caslano"
554,"CHF775,000.–",Duplex,4.5,,80 m2,,,,6976 Castagnola
555,"CHF1,350,000.–",Apartment,4.5,2,143 m2,,2001,,"via San Giorgio, 6976 Castagnola"
556,"CHF1,570,000.–",Apartment,4.5,1,153 m2,,1985,,6976 Castagnola
557,"CHF1,650,000.–",Apartment,4.5,5,,,2018,,6976 Castagnola
558,"CHF1,650,000.–",Apartment,4.5,5,142 m2,,,,6976 Castagnola
559,"CHF415,000.–",Apartment,2.5,GF,55 m2,2,2021,,"Via Ospedale 4, 6675 Cevio"
560,"CHF550,000.–",Apartment,3.5,1,90 m2,2,2021,,"Via Ospedale 4, 6675 Cevio"
561,"CHF570,000.–",Apartment,3.5,GF,80 m2,2,2021,,"Via Ospedale 4, 6675 Cevio"
562,"CHF355,000.–",Apartment,3.5,1,80 m2,,,2021,1938 Champex-Lac
563,"CHF228,000.–",Apartment,1.5,3,,,,,"Corso San Gottardo, 6830 Chiasso"
564,"CHF380,000.–",Apartment,4.5,5,130 m2,,1971,2018,"Via Breggia 6, 6830 Chiasso"
565,"CHF385,000.–",Apartment,3.5,1,81 m2,,,2017,6830 Chiasso
566,"CHF420,000.–",Apartment,4.5,,88 m2,3,1970,,6830 Chiasso
567,"CHF430,000.–",Apartment,2.5,1,,,,,6830 Chiasso
568,"CHF525,000.–",Apartment,3.5,2,80 m2,,2018,,6830 Chiasso
569,"CHF602,000.–",Apartment,4.5,3,140 m2,,,,"Corso San Gottardo, 6830 Chiasso"
570,"CHF890,000.–",Duplex,3.5,,200 m2,,1980,,6830 Chiasso
571,"CHF375,000.–",Apartment,2.5,,66 m2,,,,6702 Claro
572,"CHF385,000.–",Apartment,3.5,,70 m2,,2000,,"stada cantonale 7b, 6702 Claro"
573,"CHF425,000.–",Apartment,2.5,GF,75 m2,,,,6702 Claro
574,"CHF580,000.–",Apartment,3.5,1,106 m2,,2021,,"via A Torascia 63, 6702 Claro"
575,"CHF620,000.–",Apartment,3.5,GF,100 m2,,,,6702 Claro
576,"CHF700,000.–",Apartment,4.5,,125 m2,,,,6702 Claro
577,"CHF1,740,000.–",Apartment,3.5,3,134 m2,,,,"Via Nagra, 6926 Collina d'Oro"
578,"CHF1,990,000.–",Apartment,3.5,5,137 m2,,,,"Via Nagra, 6926 Collina d'Oro"
579,"CHF480,000.–",Apartment,3.5,1,88 m2,,,,"A Collombey, 1868 Collombey"
580,"CHF620,000.–",Apartment,3.5,GF,100 m2,,,,6702 Claro
581,"CHF700,000.–",Apartment,4.5,,125 m2,,,,6702 Claro
582,"CHF1,740,000.–",Apartment,3.5,3,134 m2,,,,"Via Nagra, 6926 Collina d'Oro"
583,"CHF1,990,000.–",Apartment,3.5,5,137 m2,,,,"Via Nagra, 6926 Collina d'Oro"
584,"CHF480,000.–",Apartment,3.5,1,88 m2,,,,"A Collombey, 1868 Collombey"
585,"CHF485,000.–",Apartment,4.5,3,104 m2,,1986,2022,1868 Collombey
586,"CHF495,000.–",Apartment,3.5,GF,93 m2,,,,"A Collombey, 1868 Collombey"
587,"CHF510,000.–",Apartment,3.5,1,93 m2,,,,"A Collombey, 1868 Collombey"
588,"CHF2,150,000.–",Apartment,5,GF,188 m2,,,,1245 Collonge-Bellerive
589,"CHF1,050,000.–",Apartment,4.5,1,160 m2,,2002,,6949 Comano
590,"CHF1,050,000.–",Apartment,4.5,GF,160 m2,,,,"Centro TV, 6949 Comano"
591,"CHF1,060,000.–",Attic flat,4.5,,150 m2,,2012,,6949 Comano
592,"CHF1,391,280.–",Apartment,4.5,1,164 m2,,2021,2021,"via Ronco Nuovo, 6949 Comano"
593,"CHF170,000.–",Studio,1,1,30 m2,1,1985,2020,1964 Conthey
594,"CHF186,800.–",Studio,1.5,1,31 m2,1,2022,,"Route d'Anzère, 1964 Conthey"
595,"CHF299,000.–",Apartment,3.5,4,93 m2,,1969,2015,1964 Conthey
596,"CHF365,000.–",Apartment,2.5,,62 m2,,2022,,1964 Conthey
597,"CHF384,000.–",Apartment,2.5,GF,68 m2,,2022,,1964 Conthey
598,"CHF386,000.–",Apartment,2.5,GF,74 m2,1,2022,,1964 Conthey
599,"CHF386,400.–",Apartment,2.5,2,53 m2,1,2022,,"Route d'Anzère, 1964 Conthey"
600,"CHF454,000.–",Apartment,3.5,1,85 m2,,2022,,1964 Conthey
601,"CHF463,000.–",Apartment,3.5,2,85 m2,,2022,,1964 Conthey
602,"CHF463,000.–",Apartment,3.5,2,87 m2,4,2022,,1964 Conthey
603,"CHF463,000.–",Apartment,3.5,2,85 m2,,2022,,1964 Conthey
604,"CHF463,000.–",Apartment,3.5,3,85 m2,,2022,,1964 Conthey
605,"CHF483,000.–",Attic flat,3.5,4,85 m2,,2022,,1964 Conthey
606,"CHF500,000.–",Apartment,3.5,GF,94 m2,1,2022,,1964 Conthey
607,"CHF500,000.–",Apartment,3.5,,83 m2,,2022,,1964 Conthey
608,"CHF545,000.–",Apartment,3.5,GF,86 m2,,2022,,1964 Conthey
609,"CHF550,000.–",Apartment,4.5,GF,139 m2,,1984,2000,1964 Conthey
610,"CHF565,000.–",Apartment,4.5,1,116 m2,1,2006,,1964 Conthey
611,"CHF584,100.–",Apartment,3.5,3,79 m2,1,2022,,"Route d'Anzère, 1964 Conthey"
612,"CHF620,000.–",Apartment,3.5,GF,87 m2,5,2022,,1964 Conthey
613,"CHF650,000.–",Apartment,4.5,,109 m2,,2022,,1964 Conthey
614,"CHF786,500.–",Loft,1,4,99 m2,1,2022,,"Route d'Anzère, 1964 Conthey"
615,"CHF1,060,000.–",Attic flat,4.5,,162 m2,,2022,,1964 Conthey
616,"CHF1,270,000.–",Attic flat,4.5,3,230 m2,1,2022,,1964 Conthey
617,"CHF350,000.–",Apartment,2.5,3,50 m2,3,,,"Rue du Petit-Vallon, 3963 Crans-Montana"
618,"CHF590,000.–",Apartment,2.5,3,53 m2,,1971,,"Route des Sommets de Crans, 3963 Crans-Montana"
619,"CHF750,000.–",Apartment,2.5,2,58 m2,1,2022,,"Route de l'Avenire, 3963 Crans-Montana"
620,"CHF950,000.–",Apartment,2.5,GF,78 m2,,,,"Rue de Tsintres 6, 3963 Crans-Montana"
621,"CHF987,000.–",Apartment,,GF,,5,,,"Route des Arolles, 3963 Crans-Montana"
622,"CHF1,020,000.–",Apartment,2.5,GF,94 m2,,,,"Rue de Tsintres 6, 3963 Crans-Montana"
623,"CHF1,090,000.–",Apartment,3.5,GF,80 m2,,1950,,"Route de la Moubra, 3963 Crans-Montana"
624,"CHF1,150,000.–",Apartment,4.5,2,99 m2,,2006,,"Route de Marigny, 3963 Crans-Montana"
625,"CHF950,000.–",Apartment,2.5,GF,78 m2,,,,"Rue de Tsintres 6, 3963 Crans-Montana"
626,"CHF987,000.–",Apartment,,GF,,5,,,"Route des Arolles, 3963 Crans-Montana"
627,"CHF1,020,000.–",Apartment,2.5,GF,94 m2,,,,"Rue de Tsintres 6, 3963 Crans-Montana"
628,"CHF1,090,000.–",Apartment,3.5,GF,80 m2,,1950,,"Route de la Moubra, 3963 Crans-Montana"
629,"CHF1,150,000.–",Apartment,4.5,2,99 m2,,2006,,"Route de Marigny, 3963 Crans-Montana"
630,"CHF1,250,000.–",Apartment,4.5,GF,123 m2,1,2022,,"Route de l'Avenire, 3963 Crans-Montana"
631,"CHF1,350,000.–",Apartment,4.5,1,123 m2,1,2022,,"Route de l'Avenire, 3963 Crans-Montana"
632,"CHF1,365,000.–",Apartment,4.5,2,133 m2,1,2022,,"Route de l'Avenire, 3963 Crans-Montana"
633,"CHF1,590,000.–",Apartment,4.5,GF,138 m2,1,1976,,"Chemin du Béthania, 3963 Crans-Montana"
634,"CHF1,600,000.–",Apartment,4.5,3,129 m2,3,1994,,"Route de Marigny, 3963 Crans-Montana"
635,"CHF1,740,000.–",Apartment,4.5,GF,153 m2,1,2022,,"Route de l'Avenire, 3963 Crans-Montana"
636,"CHF1,850,000.–",Apartment,4.5,1,135 m2,,1995,,"Route Touristique, 3963 Crans-Montana"
637,"CHF1,900,000.–",Apartment,4.5,4,150 m2,2,,,"Impasse de Clovelli, 3963 Crans-Montana"
638,"CHF2,700,000.–",Apartment,4.5,3,140 m2,,1995,,"Rue du Rhodania, 3963 Crans-Montana"
639,"CHF2,830,500.–",Apartment,,GF,,,,,"Route des Crehavouettaz, 3963 Crans-Montana"
640,"CHF3,950,000.–",Apartment,6.5,4,225 m2,,,,"Rue de Tsintres 6, 3963 Crans-Montana"
641,"CHF5,750,000.–",Apartment,6.5,GF,440 m2,,1995,,"Chemin de la Digue, 3963 Crans-Montana"
642,"CHF770,000.–",Attic flat,4.5,3,144 m2,1,2007,2019,2088 Cressier NE
643,"CHF645,000.–",Apartment,3.5,1,116 m2,,2021,,"Via Campisc 3, 6516 Cugnasco"
644,"CHF645,000.–",Apartment,3.5,1,108 m2,,2023,,"Via Valletta, 6516 Cugnasco"
645,"CHF655,000.–",Apartment,3.5,GF,116 m2,,2021,,"Via Campisc 3, 6516 Cugnasco"
646,"CHF880,000.–",Duplex,4.5,,156 m2,,2023,,"Via Valletta, 6516 Cugnasco"
647,"CHF1,070,000.–",Apartment,,,,,,,6516 Cugnasco
648,"CHF690,000.–",Apartment,,,100 m2,,1993,,"Mühlestrasse 2, 8114 Dänikon ZH"
649,"CHF490,000.–",Duplex,3,2,71 m2,,1996,,"Dorfstrasse 17, 5420 Ehrendingen"
650,"CHF546,000.–",Apartment,3.5,3,90 m2,4,1989,,5420 Ehrendingen
651,"CHF370,000.–",Apartment,2.5,1,80 m2,,2022,,3943 Eischoll
652,"CHF590,000.–",Apartment,4.5,1,135 m2,,2022,,3943 Eischoll
653,"CHF650,000.–",Apartment,5.5,GF,159 m2,,2022,,3943 Eischoll
654,"CHF860,000.–",Duplex,3.5,GF,119 m2,,2003,,"Hardstrasse 81, 8424 Embrach"
655,"CHF750,000.–",Apartment,9,,160 m2,3,,,1976 Erde
656,"CHF1,090,000.–",Roof flat,4,2,112 m2,,1984,,8133 Esslingen ZH
657,"CHF620,000.–",Apartment,3.5,1,97 m2,,2013,,5615 Fahrwangen
658,"CHF1,200,000.–",Duplex,5.5,GF,170 m2,,2016,,5615 Fahrwangen
659,"CHF1,850,000.–",Duplex,5.5,,250 m2,2,2019,,6918 Figino
660,"CHF445,000.–",Duplex,5.5,GF,120 m2,2,1825,2011,1925 Finhaut
661,"CHF1,095,000.–",Apartment,5.5,,158 m2,1,2017,,2046 Fontaines NE
662,"CHF470,000.–",Apartment,2,GF,56 m2,,2022,,"Hauptstrasse 64, 8269 Fruthwilen"
663,"CHF780,000.–",Apartment,4.5,2,115 m2,,2022,,"Hauptstrasse 64, 8269 Fruthwilen"
664,"CHF380,000.–",Apartment,4.5,,90 m2,,1988,,"Wislenstrasse 5, 9467 Frümsen"
665,"CHF149,000.–",Apartment,2.5,GF,45 m2,,1960,2010,1926 Fully
666,"CHF1,740,000.–",Apartment,4.5,1,143 m2,,,,6925 Gentilino
667,"CHF3,090,000.–",Attic flat,5.5,2,276 m2,,2024,,"via Privata, 6925 Gentilino"
668,"CHF1,980,000.–",Apartment,5,5,146 m2,,,,1203 Genève
669,"CHF2,080,000.–",Attic flat,4,7,115 m2,,,,"A Genève, 1203 Genève"
670,"CHF2,690,000.–",Duplex,6.5,1,246 m2,3,2012,,1203 Genève
671,"CHF149,000.–",Apartment,2.5,GF,45 m2,,1960,2010,1926 Fully
672,"CHF1,740,000.–",Apartment,4.5,1,143 m2,,,,6925 Gentilino
673,"CHF3,090,000.–",Attic flat,5.5,2,276 m2,,2024,,"via Privata, 6925 Gentilino"
674,"CHF1,980,000.–",Apartment,5,5,146 m2,,,,1203 Genève
675,"CHF2,080,000.–",Attic flat,4,7,115 m2,,,,"A Genève, 1203 Genève"
676,"CHF2,690,000.–",Duplex,6.5,1,246 m2,3,2012,,1203 Genève
677,"CHF6,480,000.–",Apartment,6,1,273 m2,,,2018,1204 Genève
678,"CHF1,350,000.–",Apartment,4,2,81 m2,,1970,2021,1207 Genève
679,"CHF580,000.–",Roof flat,4.5,3,110 m2,,1988,,2575 Gerolfingen
680,"CHF580,000.–",Roof flat,3.5,3,110 m2,,1988,,2575 Gerolfingen
681,"CHF760,000.–",Apartment,4.5,,,,,,"Via Camoghè, 6512 Giubiasco"
682,"CHF420,000.–",Apartment,5.5,,,,,,"Via Lôro, 6582 Giubiasco"
683,"CHF430,000.–",Apartment,3.5,,105 m2,3,,,6583 Giubiasco
684,"CHF595,000.–",Apartment,3.5,2,89 m2,,2022,,"Ringstrasse 4c, 8737 Gommiswald"
685,"CHF770,000.–",Apartment,5.5,1,127 m2,,2022,,"Ringstrasse 4c, 8737 Gommiswald"
686,"CHF780,000.–",Apartment,5.5,2,127 m2,,2022,,"Ringstrasse 4c, 8737 Gommiswald"
687,"CHF1,380,000.–",Apartment,4.5,5,130 m2,,2008,,6596 Gordola
688,"CHF570,000.–",Apartment,4.5,,110 m2,,1960,1980,6518 Gorduno
689,"CHF915,000.–",Apartment,5.5,1,130 m2,,2016,,"Allée du Verger 8, 1763 Granges-Paccot"
690,"CHF713,300.–",Apartment,3.5,,130 m2,,2022,,1965 Granois
691,"CHF1,258,000.–",Apartment,3.5,,103 m2,,2022,,"Route des Rahas, 3961 Grimentz"
692,"CHF1,284,000.–",Apartment,4.5,,122 m2,,2022,,"Route des Rahas, 3961 Grimentz"
693,"CHF1,284,000.–",Apartment,4.5,,122 m2,,2022,,"Route des Rahas, 3961 Grimentz"
694,"CHF1,395,000.–",Apartment,4.5,,145 m2,,2009,,"Route de Grand-Combe 42, 3961 Grimentz"
695,"CHF1,419,000.–",Apartment,4.5,GF,134 m2,,2022,,"Route des Rahas, 3961 Grimentz"
696,"CHF1,419,000.–",Apartment,4.5,GF,134 m2,,2022,,"Route des Rahas, 3961 Grimentz"
697,"CHF1,928,000.–",Duplex,5.5,,184 m2,,2022,,"Route des Rahas 20, 3961 Grimentz"
698,"CHF2,053,000.–",Duplex,5.5,,193 m2,,2023,,"Route des Rahas 20, 3961 Grimentz"
699,"CHF435,000.–",Apartment,3.5,1,61 m2,,1981,,1882 Gryon
700,"CHF268,000.–",Studio,1.5,GF,40 m2,,1969,2018,1997 Haute-Nendaz
701,"CHF1,890,000.–",Duplex,6.5,,155 m2,,1988,,6331 Hünenberg
702,"CHF340,000.–",Apartment,2.5,1,55 m2,,2019,,6993 Iseo
703,"CHF135,000.–",Attic,3,,65 m2,,1920,1988,1914 Isérables
704,"CHF735,000.–",Apartment,4.5,2,127 m2,,2015,,"Hägendorfstrasse 3, 4616 Kappel SO"
705,"CHF610,000.–",Apartment,2.5,1,54 m2,,,2022,"Flurstrasse 11, 8302 Kloten"
706,"CHF1,180,000.–",Duplex,3.5,2,120 m2,,,2022,"Flurstrasse 13, 8302 Kloten"
707,"CHF720,000.–",Apartment,5.5,,133 m2,1,2012,,2300 La Chaux-de-Fonds
708,"CHF990,000.–",Attic flat,5.5,3,152 m2,,2017,,2300 La Chaux-de-Fonds
709,"CHF1,390,000.–",Apartment,3.5,GF,116 m2,,,,1090 La Croix (Lutry)
710,"CHF640,000.–",Apartment,4.5,GF,117 m2,,2021,,1634 La Roche FR
711,"CHF1,370,000.–",Apartment,3.5,3,144 m2,1,2003,,1814 La Tour-de-Peilz
712,"CHF760,000.–",Apartment,4.5,1,122 m2,,2016,,1635 La Tour-de-Trême
713,"CHF760,000.–",Apartment,4.5,1,122 m2,,2016,,1635 La Tour-de-Trême
714,"CHF650,000.–",Duplex,4.5,1,125 m2,,1996,,1611 Le Crêt-près-Semsales
715,"CHF850,000.–",Duplex,6.5,,169 m2,,1996,,1611 Le Crêt-près-Semsales
716,"CHF1,390,000.–",Apartment,3.5,GF,116 m2,,,,1090 La Croix (Lutry)
717,"CHF640,000.–",Apartment,4.5,GF,117 m2,,2021,,1634 La Roche FR
718,"CHF1,370,000.–",Apartment,3.5,3,144 m2,1,2003,,1814 La Tour-de-Peilz
719,"CHF760,000.–",Apartment,4.5,1,122 m2,,2016,,1635 La Tour-de-Trême
720,"CHF760,000.–",Apartment,4.5,1,122 m2,,2016,,1635 La Tour-de-Trême
721,"CHF650,000.–",Duplex,4.5,1,125 m2,,1996,,1611 Le Crêt-près-Semsales
722,"CHF850,000.–",Duplex,6.5,,169 m2,,1996,,1611 Le Crêt-près-Semsales
723,"CHF260,000.–",Apartment,3,3,71 m2,1,1958,2017,2400 Le Locle
724,"CHF410,000.–",Apartment,3.5,GF,100 m2,,1994,2007,1992 Les Agettes
725,"CHF1,520,000.–",Apartment,4.5,GF,115 m2,,,,"Unterer Burghaldenweg, 4410 Liestal"
726,CHF600.–,Apartment,1.5,,40 m2,,,,"Via della Pace, 6600 Locarno"
727,CHF600.–,Apartment,1.5,,40 m2,,,,"Via della Pace, 6600 Locarno"
728,"CHF125,000.–",Apartment,1,,250 m2,,,,6600 Locarno
729,"CHF399,000.–",Apartment,2.5,4,62 m2,,2003,,"Via Gian Gaspare Nessi 25, 6600 Locarno"
730,"CHF500,000.–",Terrace flat,2.5,,50 m2,,1978,,6600 Locarno
731,"CHF530,000.–",Apartment,2.5,,72 m2,,2008,,"Ballerini 5a, 6600 Locarno"
732,"CHF550,000.–",Apartment,4.5,2,115 m2,5,,,6600 Locarno
733,"CHF670,000.–",Apartment,3.5,,70 m2,,1968,,6600 Locarno
734,"CHF680,000.–",Apartment,3.5,1,104 m2,3,2019,,6600 Locarno
735,"CHF700,000.–",Apartment,3.5,GF,91 m2,,2022,,"Via Valle Maggia, 6600 Locarno"
736,"CHF740,000.–",Apartment,3.5,5,93 m2,,2018,,"Via Domenico Galli, 6600 Locarno"
737,"CHF785,000.–",Apartment,4.5,4,95 m2,7,2007,,"Via Gian Gaspare Nessi 1B, 6600 Locarno"
738,"CHF790,000.–",Apartment,3.5,,100 m2,5,2005,,6600 Locarno
739,"CHF850,000.–",Apartment,4.5,3,135 m2,,2004,,6600 Locarno
740,"CHF850,000.–",Apartment,3.5,4,106 m2,,,,"Via Luigi Lavizzari, 6600 Locarno"
741,"CHF880,000.–",Apartment,3.5,7,107 m2,,2012,,"Via Luigi Lavizzari 14, 6600 Locarno"
742,"CHF990,000.–",Apartment,5.5,6,,,,,"Via Rovedo, 6600 Locarno"
743,"CHF1,440,000.–",Apartment,4.5,6,175 m2,,2022,,"Via Valle Maggia, 6600 Locarno"
744,"CHF1,950,000.–",Terrace flat,2.5,,111 m2,,1978,,6600 Locarno
745,"CHF2,450,000.–",Terrace flat,4.5,,160 m2,,1978,,6600 Locarno
746,"CHF2,500,000.–",Apartment,5.5,1,228 m2,4,,2022,6600 Locarno
747,"CHF2,600,000.–",Apartment,5.5,2,228 m2,4,,2022,6600 Locarno
748,"CHF1,280,000.–",Apartment,3.5,,,,2022,,6605 Locarno
749,"CHF1,300,000.–",Apartment,3.5,GF,106 m2,,2016,,6605 Locarno
750,"CHF1,300,000.–",Apartment,3.5,GF,100 m2,,,,"Via Patocchi, 6605 Locarno"
751,"CHF1,580,000.–",Apartment,4.5,,,,2022,,6605 Locarno
752,"CHF1,690,000.–",Apartment,4.5,,160 m2,,1976,2004,6605 Locarno
753,"CHF2,120,000.–",Terrace flat,4.5,3,253 m2,,2019,,6648 Locarno
754,"CHF1,300,000.–",Apartment,3.5,,100 m2,,2014,,6605 Locarno-Monti
755,"CHF530,000.–",Apartment,4.5,2,120 m2,3,1980,2014,6616 Losone
756,"CHF675,000.–",Apartment,5.5,1,148 m2,3,,,6616 Losone
757,"CHF850,000.–",Apartment,2.5,,87 m2,,2017,,8426 Lufingen
