,price,type,room_num,floor,area_m2,floors_num,year_built,last_refurbishment,city,zip,lat,lon,canton,population
0,1235000,Apartment,2.5,GF,138.0,4.0,2015.0,2018.0,Aeugst am Albis,8914,47.2822,8.489650000000001,Kanton Zürich,1982.0
1,650000,Apartment,4.5,1,121.0,1.0,1987.0,2021.0,Agno,6982,46.0005,8.9028,Ticino,4445.0
2,1062900,Apartment,2.5,1,63.0,1.0,,,Bissone,6816,45.951,8.9655,Ticino,
3,1125500,Attic flat,2.5,3,63.0,1.0,,,Bissone,6816,45.951,8.9655,Ticino,
4,2180700,Apartment,3.5,2,125.0,1.0,,,Bissone,6816,45.951,8.9655,Ticino,
5,2695600,Apartment,5.5,GF,180.0,1.0,,,Bissone,6816,45.951,8.9655,Ticino,
6,3700000,Apartment,6.0,1,223.0,3.0,2022.0,2022.0,Bottmingen,4103,47.522,7.5765,Kanton Basel-Landschaft,6691.0
7,799000,Apartment,3.5,1,110.0,4.0,2011.0,2011.0,Buchs,8107,47.4588,8.437,Kanton Zürich,12612.0
8,799000,Apartment,3.5,1,110.0,4.0,2011.0,2011.0,Buchs,8107,47.4588,8.437,Kanton Zürich,7966.0
9,799000,Apartment,3.5,1,110.0,4.0,2011.0,2011.0,Buchs,8107,47.4588,8.437,Kanton Zürich,6303.0
10,990000,Attic flat,3.5,2,214.0,1.0,2001.0,2001.0,Jonschwil,9243,47.423,9.0951,Kanton St. Gallen,3773.0
11,660000,Apartment,2.5,GF,90.0,1.0,2023.0,2023.0,Kollbrunn,8483,47.4557,8.7783,Kanton Zürich,
12,910000,Apartment,3.5,3,119.0,1.0,2023.0,2023.0,Kollbrunn,8483,47.4557,8.7783,Kanton Zürich,
13,1180000,Duplex,5.5,GF,173.0,4.0,2023.0,2023.0,Kollbrunn,8483,47.4557,8.7783,Kanton Zürich,
14,1390000,Duplex,5.5,4,184.0,2.0,2023.0,2023.0,Kollbrunn,8483,47.4557,8.7783,Kanton Zürich,
15,890000,Apartment,4.5,1,103.0,1.0,2022.0,2022.0,Kreuzlingen,8280,47.6415,9.173533333333332,Kanton Thurgau,21801.0
16,495000,Apartment,2.5,2,64.0,1.0,2022.0,2022.0,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
17,1290000,Terrace flat,5.5,GF,175.0,1.0,2022.0,2022.0,Matzingen,9548,47.5253,8.9285,Kanton Thurgau,2917.0
18,520000,Apartment,4.5,1,88.0,1.0,1977.0,1977.0,Meisterschwanden,5616,47.2902,8.2258,Kanton Aargau,2960.0
19,950000,Apartment,3.5,1,90.0,1.0,,,Mettmenstetten,8932,47.2478,8.464,Kanton Zürich,4865.0
20,1370000,Apartment,4.5,GF,110.0,1.0,,,Mettmenstetten,8932,47.2478,8.464,Kanton Zürich,4865.0
21,1440000,Apartment,5.5,1,131.0,1.0,,,Mettmenstetten,8932,47.2478,8.464,Kanton Zürich,4865.0
22,650000,Apartment,4.5,1,98.0,1.0,1992.0,2017.0,Oberrohrdorf,5452,47.4251,8.3205,Kanton Aargau,4072.0
23,1055000,Apartment,4.5,GF,116.0,1.0,1982.0,1982.0,Oetwil an der Limmat,8955,47.431,8.3979,Kanton Zürich,2464.0
24,1050000,Duplex,4.5,1,157.0,2.0,1993.0,2022.0,Pratteln,4133,47.5192,7.692,Kanton Basel-Landschaft,16621.0
25,830000,Apartment,4.5,2,127.0,1.0,,,Reinach AG,5734,47.2612,8.1793,Kanton Aargau,
26,855000,Apartment,4.5,GF,127.0,1.0,,,Reinach AG,5734,47.2612,8.1793,Kanton Aargau,
27,1075000,Attic flat,4.5,3,144.0,1.0,,,Reinach AG,5734,47.2612,8.1793,Kanton Aargau,
28,1085000,Attic flat,4.5,3,144.0,1.0,,,Reinach AG,5734,47.2612,8.1793,Kanton Aargau,
29,2400000,Apartment,6.5,14,200.0,1.0,,2019.0,Rorschacherberg,9404,47.4803,9.5104,Kanton St. Gallen,7285.0
30,600000,Apartment,4.5,GF,75.0,1.0,1972.0,2022.0,Rothenburg,6023,47.1046,8.2625,Kanton Luzern,7571.0
31,895000,Apartment,4.5,1,121.0,4.0,2015.0,2015.0,Schaffhausen,8207,47.7228,8.673,Kanton Schaffhausen,36587.0
32,510000,Apartment,2.5,3,58.0,1.0,1972.0,2021.0,Seewen SZ,6423,47.0328,8.6281,Kanton Schwyz,
33,580000,Apartment,3.5,GF,85.0,1.0,,,Siglistorf,5462,47.5387,8.387,Kanton Aargau,
34,815000,Apartment,5.5,1,128.0,1.0,,,Siglistorf,5462,47.5387,8.387,Kanton Aargau,
35,1400000,Roof flat,6.5,4,160.0,1.0,2009.0,2009.0,St-Blaise,2072,47.0351,6.9969,Neuchâtel,
36,1480000,Attic flat,5.5,3,210.0,1.0,2012.0,2012.0,Stein AG,4332,47.5452,7.9528,Kanton Aargau,
37,1490000,Terrace flat,5.5,GF,180.0,3.0,2022.0,2022.0,Wil,9500,47.4622,9.0517,Kanton St. Gallen,23768.0
38,1490000,Terrace flat,5.5,GF,180.0,3.0,2022.0,2022.0,Wil,9500,47.4622,9.0517,Kanton St. Gallen,1425.0
39,951000,Apartment,2.5,1,92.0,1.0,,,Winterthur,8400,47.4931,8.7297,Kanton Zürich,109775.0
40,1199000,Apartment,3.5,1,113.0,1.0,,,Winterthur,8400,47.4931,8.7297,Kanton Zürich,109775.0
41,840000,Apartment,3.5,1,97.0,1.0,2022.0,2022.0,Zwillikon,8909,47.2895,8.4311,Kanton Zürich,
42,2600000,Apartment,3.5,4,124.0,6.0,2012.0,2012.0,Zürich,8045,47.3531,8.5089,Kanton Zürich,434008.0
43,1390000,Terrace flat,4.5,5,176.0,1.0,2019.0,2019.0,Aarwangen,4912,47.2357,7.7643,Canton de Berne,4514.0
44,865000,Apartment,4.5,3,98.0,1.0,,2020.0,Adlikon b. Regensdorf,8106,47.4527,8.4634,Kanton Zürich,
45,330000,Apartment,3.5,2,70.0,1.0,1960.0,2010.0,Agno,6982,46.0005,8.9028,Ticino,4445.0
46,790000,Attic flat,4.5,3,137.0,1.0,2011.0,2011.0,Agno,6982,46.0005,8.9028,Ticino,4445.0
47,470000,Apartment,2.5,GF,62.0,1.0,,,Agra,6925,45.9917,8.9261,Ticino,
48,2600000,Apartment,3.5,4,124.0,6.0,2012.0,2012.0,Zürich,8045,47.3531,8.5089,Kanton Zürich,434008.0
49,1390000,Terrace flat,4.5,5,176.0,1.0,2019.0,2019.0,Aarwangen,4912,47.2357,7.7643,Canton de Berne,4514.0
50,865000,Apartment,4.5,3,98.0,1.0,,2020.0,Adlikon b. Regensdorf,8106,47.4527,8.4634,Kanton Zürich,
51,330000,Apartment,3.5,2,70.0,1.0,1960.0,2010.0,Agno,6982,46.0005,8.9028,Ticino,4445.0
52,790000,Attic flat,4.5,3,137.0,1.0,2011.0,2011.0,Agno,6982,46.0005,8.9028,Ticino,4445.0
53,470000,Apartment,2.5,GF,62.0,1.0,,,Agra,6925,45.9917,8.9261,Ticino,
54,3251000,Apartment,4.5,GF,149.0,5.0,2021.0,2021.0,Aldesago,6974,46.0094,8.9798,Ticino,
55,6630000,Apartment,6.5,GF,400.0,2.0,2021.0,2021.0,Aldesago,6974,46.0094,8.9798,Ticino,
56,565000,Apartment,4.5,GF,102.0,1.0,2012.0,2012.0,Arbedo-Castione,6517,46.1987,9.086,Ticino,
57,525000,Apartment,,GF,,1.0,,,Ardon,1957,46.23,7.2379,Canton du Valais,3212.0
58,1390000,Apartment,2.5,1,66.0,1.0,2011.0,2011.0,Arosa,7050,46.7699,9.6683,Kanton Graubünden,3185.0
59,1480000,Apartment,5.5,GF,150.0,1.0,1928.0,2013.0,Arosa,7050,46.7699,9.6683,Kanton Graubünden,3185.0
60,760000,Apartment,2.5,1,65.0,1.0,,2021.0,Ascona,6612,46.1477,8.772,Ticino,5534.0
61,875000,Roof flat,3.5,GF,60.0,1.0,,,Ascona,6612,46.1477,8.772,Ticino,5534.0
62,980000,Apartment,2.5,1,90.0,1.0,1990.0,2006.0,Ascona,6612,46.1477,8.772,Ticino,5534.0
63,1190000,Attic flat,4.5,3,132.0,3.0,2022.0,2022.0,Ascona,6612,46.1477,8.772,Ticino,5534.0
64,1370000,Apartment,4.5,GF,100.0,1.0,2013.0,2015.0,Ascona,6612,46.1477,8.772,Ticino,5534.0
65,1450000,Apartment,4.5,GF,120.0,3.0,1989.0,2016.0,Ascona,6612,46.1477,8.772,Ticino,5534.0
66,1495000,Duplex,3.5,GF,106.0,2.0,2018.0,2018.0,Ascona,6612,46.1477,8.772,Ticino,5534.0
67,2450000,Apartment,3.5,1,146.0,5.0,,,Ascona,6612,46.1477,8.772,Ticino,5534.0
68,2800000,Apartment,5.5,2,190.0,5.0,2021.0,2021.0,Ascona,6612,46.1477,8.772,Ticino,5534.0
69,2885000,Apartment,5.5,3,190.0,5.0,,,Ascona,6612,46.1477,8.772,Ticino,5534.0
70,5660000,Duplex,5.5,4,,4.0,2021.0,2021.0,Ascona,6612,46.1477,8.772,Ticino,5534.0
71,3500000,Attic flat,3.5,GF,180.0,1.0,2004.0,2017.0,Baar,6340,47.229,8.554400000000001,Kanton Zug,24322.0
72,439000,Apartment,2.5,18,78.0,18.0,1963.0,1994.0,Baden,5400,47.4721,8.2914,Kanton Aargau,19122.0
73,745000,Apartment,4.5,GF,162.0,1.0,2013.0,2013.0,Balerna,6828,45.8432,9.0077,Ticino,3269.0
74,625000,Apartment,4.5,1,,2.0,2022.0,2022.0,Balsthal,4710,47.3143,7.7003,Kanton Solothurn,6117.0
75,855000,Apartment,4.5,GF,88.0,1.0,1993.0,2019.0,Bassersdorf,8303,47.4404,8.6304,Kanton Zürich,11593.0
76,1195000,Apartment,4.5,GF,114.0,1.0,2005.0,2005.0,Bassersdorf,8303,47.4404,8.6304,Kanton Zürich,11593.0
77,1350000,Attic flat,4.5,2,210.0,1.0,1983.0,2010.0,Bassersdorf,8303,47.4404,8.6304,Kanton Zürich,11593.0
78,840000,Terrace flat,3.5,GF,116.0,1.0,2022.0,2022.0,Beinwil am See,5712,47.2665,8.2086,Kanton Aargau,3276.0
79,960000,Terrace flat,4.5,GF,152.0,1.0,2022.0,2022.0,Beinwil am See,5712,47.2665,8.2086,Kanton Aargau,3276.0
80,1460000,Attic flat,3.5,GF,142.0,1.0,2016.0,2016.0,Beinwil am See,5712,47.2665,8.2086,Kanton Aargau,3276.0
81,1480000,Apartment,5.0,1,129.0,1.0,2009.0,2009.0,Bellevue,1293,46.2545,6.1455,Genève,3299.0
82,1580000,Apartment,5.5,GF,188.0,1.0,2003.0,2003.0,Bellikon,5454,47.3916,8.3494,Kanton Aargau,1562.0
83,400000,Apartment,2.5,GF,64.0,1.0,,,Bellinzona,6500,46.1999,9.02528,Ticino,43220.0
84,420000,Apartment,2.5,1,60.0,1.0,2022.0,2022.0,Bellinzona,6500,46.1999,9.02528,Ticino,43220.0
85,1600000,Apartment,6.5,3,227.0,3.0,2018.0,2018.0,Bellinzona,6500,46.1999,9.02528,Ticino,43220.0
86,635000,Apartment,4.5,1,135.0,1.0,2014.0,2014.0,Bellinzona,6503,46.2109,9.0017,Ticino,43220.0
87,950000,Apartment,3.5,1,109.0,1.0,2020.0,2020.0,Berikon,8965,47.3538,8.3837,Kanton Aargau,4776.0
88,1220000,Apartment,3.5,3,87.0,1.0,2022.0,2022.0,Binningen,4102,47.5367,7.5677,Kanton Basel-Landschaft,15580.0
89,550000,Apartment,3.5,2,75.0,1.0,1960.0,1960.0,Birsfelden,4127,47.5508,7.6363,Kanton Basel-Landschaft,10299.0
90,950000,Terrace flat,3.5,GF,,1.0,,,Bissone,6816,45.951,8.9655,Ticino,
91,1600000,Apartment,6.5,3,227.0,3.0,2018.0,2018.0,Bellinzona,6500,46.1999,9.02528,Ticino,43220.0
92,635000,Apartment,4.5,1,135.0,1.0,2014.0,2014.0,Bellinzona,6503,46.2109,9.0017,Ticino,43220.0
93,950000,Apartment,3.5,1,109.0,1.0,2020.0,2020.0,Berikon,8965,47.3538,8.3837,Kanton Aargau,4776.0
94,1220000,Apartment,3.5,3,87.0,1.0,2022.0,2022.0,Binningen,4102,47.5367,7.5677,Kanton Basel-Landschaft,15580.0
95,550000,Apartment,3.5,2,75.0,1.0,1960.0,1960.0,Birsfelden,4127,47.5508,7.6363,Kanton Basel-Landschaft,10299.0
96,950000,Terrace flat,3.5,GF,,1.0,,,Bissone,6816,45.951,8.9655,Ticino,
97,3950000,Apartment,6.0,GF,235.0,1.0,,,Bissone,6816,45.951,8.9655,Ticino,
98,840000,Duplex,3.5,GF,88.0,1.0,1900.0,2021.0,Blonay,1807,46.4778,6.922,Canton de Vaud,6173.0
99,425000,Apartment,3.5,1,89.0,3.0,,,Boécourt,2856,47.3547,7.2168,Jura,
100,995000,Apartment,3.5,2,134.0,1.0,2022.0,2022.0,Breganzona,6932,46.009,8.9274,Ticino,
101,595000,Apartment,6.5,2,160.0,1.0,1973.0,2021.0,Brig,3902,46.3087,7.9792,Canton du Valais,
102,2250000,Terrace flat,4.5,GF,135.0,1.0,2015.0,2015.0,Brione s. Minusio,6645,46.1944,8.8107,Ticino,
103,3520000,Apartment,4.5,GF,139.0,1.0,2020.0,2020.0,Brione sopra Minusio,6645,46.1944,8.8107,Ticino,
104,690000,Roof flat,3.5,3,72.0,1.0,,,Bussigny,1030,46.5534,6.5508,Canton de Vaud,
105,520000,Apartment,2.5,1,82.0,2.0,,,Bünzen,5624,47.3274,8.321349999999999,Kanton Aargau,1110.0
106,742000,Apartment,3.5,GF,98.0,1.0,2022.0,2022.0,Büsserach,4227,47.3897,7.5447,Kanton Solothurn,2296.0
107,380000,Apartment,2.5,2,63.0,1.0,2022.0,2022.0,Bütschwil,9606,47.3563,9.0691,Kanton St. Gallen,
108,555000,Apartment,3.5,1,91.0,1.0,2022.0,2022.0,Bütschwil,9606,47.3563,9.0691,Kanton St. Gallen,
109,945000,Apartment,5.5,2,138.0,1.0,2022.0,2022.0,Bütschwil,9606,47.3563,9.0691,Kanton St. Gallen,
110,670000,Apartment,5.5,GF,113.0,1.0,,2021.0,Büttikon,5619,47.3282,8.27305,Kanton Aargau,
111,1260000,Apartment,3.5,GF,157.0,1.0,2023.0,2023.0,Canobbio,6952,46.0365,8.9676,Ticino,2249.0
112,1400000,Apartment,4.5,3,175.0,1.0,2021.0,2021.0,Canobbio,6952,46.0365,8.9676,Ticino,2249.0
113,1350000,Apartment,5.5,4,237.0,1.0,1975.0,1975.0,Carona,6914,45.9567,8.9322,Ticino,
114,1485000,Loft,4.5,GF,200.0,2.0,2021.0,2021.0,Caslano,6987,45.9681,8.8804,Ticino,4356.0
115,2850000,Apartment,4.5,GF,157.0,1.0,,,Castagnola,6976,45.9991,8.9815,Ticino,
116,1690000,Apartment,3.5,GF,106.0,1.0,2010.0,2010.0,Cham,6330,47.1945,8.4562,Kanton Zug,
117,1500000,Apartment,2.5,1,57.0,1.0,2022.0,2022.0,Champfèr,7512,46.4766,9.8058,Kanton Graubünden,
118,1980000,Apartment,3.5,GF,89.0,1.0,2022.0,2022.0,Champfèr,7512,46.4766,9.8058,Kanton Graubünden,
119,560000,Attic flat,4.5,4,104.0,4.0,1990.0,1990.0,Champlan,1971,46.2486,7.3796,Canton du Valais,
120,1450000,Apartment,5.5,1,174.0,1.0,2014.0,2014.0,Cheseaux-sur-Lausanne,1033,46.5822,6.5958,Canton de Vaud,4342.0
121,1590000,Apartment,6.0,3,134.0,1.0,1978.0,1978.0,Collonge-Bellerive,1245,46.2587,6.1965,Genève,
122,1520000,Apartment,5.0,2,123.0,1.0,1978.0,2022.0,Cologny,1223,46.2228,6.1808,Genève,5570.0
123,187000,Apartment,,GF,,1.0,,,Conthey,1964,46.2214,7.303,Canton du Valais,8691.0
124,365000,Apartment,,GF,,1.0,,,Conthey,1964,46.2214,7.303,Canton du Valais,8691.0
125,687000,Apartment,5.5,2,138.0,1.0,2021.0,2021.0,Courgenay,2950,47.3933,7.130850000000001,Jura,2329.0
126,1050000,Apartment,4.5,1,110.0,1.0,,,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
127,1520000,Apartment,3.5,GF,158.0,1.0,2009.0,2009.0,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
128,1970000,Apartment,3.5,2,125.0,1.0,,,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
129,2200000,Apartment,4.5,1,117.0,1.0,2015.0,2015.0,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
130,920000,Apartment,3.5,2,100.0,1.0,1995.0,2015.0,Crassier,1263,46.376,6.1681,Canton de Vaud,1177.0
131,1395000,Attic flat,4.5,3,139.0,1.0,2022.0,2022.0,Davesco,6964,46.0325,8.9862,Ticino,
132,375000,Apartment,1.5,1,,1.0,2006.0,2022.0,Davos Platz,7270,46.7874,9.827649999999998,Kanton Graubünden,
133,995000,Apartment,3.5,GF,118.0,1.0,2022.0,2022.0,Dino,6967,46.054,8.9802,Ticino,
134,920000,Apartment,3.5,2,100.0,1.0,1995.0,2015.0,Crassier,1263,46.376,6.1681,Canton de Vaud,1177.0
135,1395000,Attic flat,4.5,3,139.0,1.0,2022.0,2022.0,Davesco,6964,46.0325,8.9862,Ticino,
136,375000,Apartment,1.5,1,,1.0,2006.0,2022.0,Davos Platz,7270,46.7874,9.827649999999998,Kanton Graubünden,
137,995000,Apartment,3.5,GF,118.0,1.0,2022.0,2022.0,Dino,6967,46.054,8.9802,Ticino,
138,495000,Apartment,6.0,GF,150.0,1.0,,,Dörflingen,8239,47.7101,8.717,Kanton Schaffhausen,1028.0
139,755000,Attic flat,3.5,GF,75.0,1.0,2022.0,2022.0,Döttingen,5312,47.56,8.253,Kanton Aargau,4057.0
140,1920000,Apartment,5.5,15,158.0,17.0,2015.0,2015.0,Dübendorf,8600,47.3905,8.6187,Kanton Zürich,28002.0
141,750000,Apartment,4.5,1,126.0,1.0,1993.0,1993.0,Ebikon,6030,47.0799,8.3417,Kanton Luzern,
142,693000,Apartment,3.5,1,94.0,1.0,,,Eiken,5074,47.537,7.9892,Kanton Aargau,2289.0
143,550000,Apartment,3.5,GF,84.0,1.0,2008.0,2008.0,Endingen,5304,47.5307,8.2901,Kanton Aargau,2574.0
144,785000,Duplex,5.5,GF,130.0,1.0,2004.0,2004.0,Epautheyres,1417,46.7142,6.64495,Canton de Vaud,
145,690000,Apartment,4.5,1,120.0,1.0,2008.0,2013.0,Erlinsbach AG,5018,47.4143,8.0077,Kanton Aargau,
146,1260000,Apartment,4.5,GF,116.0,1.0,,,Ermatingen,8272,47.6604,9.0861,Kanton Thurgau,3455.0
147,1360000,Apartment,4.5,GF,135.0,1.0,,,Ermatingen,8272,47.6604,9.0861,Kanton Thurgau,3455.0
148,550000,Apartment,2.5,1,70.0,1.0,2016.0,2016.0,Ermensee,6294,47.2254,8.2344,Kanton Luzern,
149,430000,Apartment,2.5,GF,64.0,1.0,2024.0,2024.0,Estavayer,1470,46.8317,6.839625,Canton de Fribourg,
150,645000,Apartment,3.5,3,93.0,1.0,2024.0,2024.0,Estavayer,1470,46.8317,6.839625,Canton de Fribourg,
151,785000,Apartment,4.5,GF,120.0,1.0,2024.0,2024.0,Estavayer,1470,46.8317,6.839625,Canton de Fribourg,
152,900000,Roof flat,3.0,2,75.0,3.0,1978.0,1978.0,Falera,7153,46.813,9.22,Kanton Graubünden,
153,2751200,Apartment,3.5,GF,124.0,1.0,2023.0,2023.0,Flims Dorf,7017,46.864,9.2694,Kanton Graubünden,
154,2798100,Apartment,3.5,GF,126.0,1.0,2023.0,2023.0,Flims Dorf,7017,46.864,9.2694,Kanton Graubünden,
155,1700000,Attic flat,6.5,GF,208.0,1.0,1990.0,2014.0,Flüelen,6454,46.9143,8.6391,Kanton Uri,
156,1080000,Apartment,3.5,GF,122.0,1.0,2015.0,2015.0,Frauenfeld,8500,47.5598,8.8889,Kanton Thurgau,21979.0
157,1290000,Attic flat,5.5,GF,128.0,2.0,2001.0,2001.0,Fällanden,8117,47.3709,8.6421,Kanton Zürich,8575.0
158,1195000,Apartment,4.5,GF,120.0,1.0,2019.0,2019.0,GENOLIER,1272,46.4362,6.2204,Canton de Vaud,
159,620000,Apartment,3.5,GF,103.0,1.0,2023.0,2023.0,Genestrerio,6852,45.8501,8.9573,Ticino,
160,545000,Apartment,2.5,1,62.0,1.0,,2016.0,Gentilino,6925,45.9917,8.9261,Ticino,
161,1460000,Apartment,3.5,GF,150.0,1.0,,,Gentilino,6925,45.9917,8.9261,Ticino,
162,3510000,Duplex,4.5,2,250.0,3.0,1986.0,2021.0,Gentilino,6925,45.9917,8.9261,Ticino,
163,2390000,Terrace flat,3.5,3,197.0,1.0,,,Genève,1201,46.2107,6.1469,Genève,
164,4700000,Apartment,7.0,2,317.0,15.0,1984.0,2000.0,Genève,1201,46.2107,6.1469,Genève,
165,4900000,Apartment,7.5,1,255.0,1.0,1905.0,2011.0,Genève,1201,46.2107,6.1469,Genève,
166,11500000,Roof flat,12.0,3,521.0,1.0,1905.0,1905.0,Genève,1201,46.2107,6.1469,Genève,
167,1570000,Apartment,5.0,6,114.0,1.0,1980.0,2002.0,Genève,1202,46.221,6.1432,Genève,
168,5000000,Roof flat,6.0,8,220.0,1.0,1951.0,2013.0,Genève,1206,46.1894,6.1574,Genève,
169,1190000,Apartment,3.0,5,93.0,1.0,,,Genève,1209,46.2215,6.1232,Genève,
170,4900000,Apartment,11.0,GF,381.0,1.0,1970.0,2007.0,Genève,1209,46.2215,6.1232,Genève,
171,395000,Roof flat,3.5,3,82.0,1.0,,2021.0,Gerlafingen,4563,47.1706,7.5725,Kanton Solothurn,5202.0
172,910000,Apartment,4.5,GF,105.0,2.0,1972.0,1972.0,Geroldswil,8954,47.4234,8.4127,Kanton Zürich,4918.0
173,345000,Apartment,,GF,,1.0,2021.0,2021.0,Giubiasco,6512,46.1733,9.0046,Ticino,
174,598000,Terrace flat,2.5,GF,70.0,1.0,2013.0,2013.0,Glattfelden,8192,47.5681,8.48825,Kanton Zürich,5189.0
175,820000,Roof flat,4.5,2,108.0,1.0,2004.0,2004.0,Glattfelden,8192,47.5681,8.48825,Kanton Zürich,5189.0
176,1195000,Duplex,4.5,2,139.0,2.0,2010.0,2020.0,Glattfelden,8192,47.5681,8.48825,Kanton Zürich,5189.0
177,995000,Apartment,3.5,3,107.0,1.0,2004.0,2004.0,Gordola,6596,46.175,8.8649,Ticino,4697.0
178,1190000,Apartment,3.0,5,93.0,1.0,,,Genève,1209,46.2215,6.1232,Genève,
179,4900000,Apartment,11.0,GF,381.0,1.0,1970.0,2007.0,Genève,1209,46.2215,6.1232,Genève,
180,395000,Roof flat,3.5,3,82.0,1.0,,2021.0,Gerlafingen,4563,47.1706,7.5725,Kanton Solothurn,5202.0
181,910000,Apartment,4.5,GF,105.0,2.0,1972.0,1972.0,Geroldswil,8954,47.4234,8.4127,Kanton Zürich,4918.0
182,345000,Apartment,,GF,,1.0,2021.0,2021.0,Giubiasco,6512,46.1733,9.0046,Ticino,
183,598000,Terrace flat,2.5,GF,70.0,1.0,2013.0,2013.0,Glattfelden,8192,47.5681,8.48825,Kanton Zürich,5189.0
184,820000,Roof flat,4.5,2,108.0,1.0,2004.0,2004.0,Glattfelden,8192,47.5681,8.48825,Kanton Zürich,5189.0
185,1195000,Duplex,4.5,2,139.0,2.0,2010.0,2020.0,Glattfelden,8192,47.5681,8.48825,Kanton Zürich,5189.0
186,995000,Apartment,3.5,3,107.0,1.0,2004.0,2004.0,Gordola,6596,46.175,8.8649,Ticino,4697.0
187,1240000,Apartment,4.5,GF,140.0,1.0,2021.0,2021.0,Gordola,6596,46.175,8.8649,Ticino,4697.0
188,930000,Duplex,4.5,GF,132.0,2.0,2014.0,2014.0,Grellingen,4203,47.439,7.5866,Kanton Basel-Landschaft,1845.0
189,700000,Apartment,4.5,GF,110.0,1.0,1980.0,1980.0,Gränichen,5722,47.3516,8.1066,Kanton Aargau,7733.0
190,795000,Apartment,5.5,3,132.0,1.0,1986.0,2022.0,Herisau,9100,47.3833,9.2813,Kanton Appenzell Ausserrhoden,15780.0
191,790000,Roof flat,4.5,3,100.0,1.0,1995.0,1995.0,Hinwil,8340,47.3033,8.8457,Kanton Zürich,11179.0
192,1150000,Duplex,4.5,1,110.0,2.0,1988.0,2020.0,Hirzel,8816,47.2198,8.6005,Kanton Zürich,
193,670000,Apartment,3.5,1,73.0,1.0,1981.0,1981.0,Horgen,8810,47.2487,8.5964,Kanton Zürich,22662.0
194,3990000,Attic flat,5.5,3,199.0,1.0,2011.0,2011.0,Horgen,8810,47.2487,8.5964,Kanton Zürich,22662.0
195,1020000,Apartment,4.5,3,121.0,1.0,2019.0,2019.0,Horn,9326,47.5159,9.4839,Kanton Thurgau,2752.0
196,1490000,Duplex,3.5,2,96.0,2.0,2022.0,2022.0,Horw,6048,47.0108,8.3039,Kanton Luzern,14243.0
197,995000,Apartment,5.5,2,136.0,3.0,2022.0,2022.0,Ilanz,7130,46.8056,9.1835,Kanton Graubünden,
198,540000,Apartment,2.5,2,62.0,1.0,1985.0,2020.0,Jona SG,8645,47.232,8.84,Kanton St. Gallen,
199,905000,Apartment,4.5,1,113.0,1.0,2022.0,2022.0,Kleinandelfingen,8461,47.6229,8.6777,Kanton Zürich,2077.0
200,1950000,Apartment,5.5,GF,147.0,1.0,2002.0,2002.0,Klosters,7250,46.8475,9.9649,Kanton Graubünden,
201,950000,Terrace flat,3.5,GF,77.0,1.0,1960.0,1960.0,Klosters-Serneus,7250,46.8475,9.9649,Kanton Graubünden,
202,470000,Apartment,2.0,GF,46.0,1.0,2019.0,2019.0,Kloten,8302,47.458,8.5849,Kanton Zürich,19362.0
203,750000,Apartment,4.0,1,123.0,1.0,1970.0,1970.0,Kreuzlingen,8280,47.6415,9.173533333333332,Kanton Thurgau,21801.0
204,1295000,Apartment,5.5,3,145.0,1.0,2001.0,2001.0,Kriens,6010,47.0199,8.262525,Kanton Luzern,26997.0
205,920000,Apartment,3.5,GF,92.0,1.0,2021.0,2021.0,LA RIPPE,1278,46.407,6.1167,Canton de Vaud,
206,2210000,Apartment,4.5,GF,132.0,1.0,,,LAUSANNE,1012,46.5271,6.6566,Canton de Vaud,
207,470000,Duplex,5.5,GF,123.0,1.0,,,La Chaux-de-Fonds,2300,47.119,6.85585,Neuchâtel,38965.0
208,1370000,Attic flat,6.0,2,156.0,1.0,1993.0,1993.0,La Croix-de-Rozon,1257,46.149,6.1207,Genève,
209,1850000,Attic flat,5.5,2,110.0,2.0,1995.0,2013.0,Laax GR,7031,46.8095,9.2635,Kanton Graubünden,
210,1200000,Apartment,3.5,1,101.0,1.0,2022.0,2022.0,Lausanne,1010,46.5377,6.6553,Canton de Vaud,138905.0
211,2195000,Apartment,6.5,4,171.0,9.0,1975.0,2022.0,Le Grand-Saconnex,1218,46.2338,6.1221,Genève,12162.0
212,1790000,Duplex,5.5,GF,178.0,2.0,2022.0,2022.0,Le Mont-sur-Lausanne,1052,46.5616,6.6445,Canton de Vaud,8523.0
213,1280000,Duplex,6.0,3,202.0,1.0,1981.0,1981.0,Les Diablerets,1865,46.3439,7.1757,Canton de Vaud,
214,550000,Roof flat,6.5,2,194.0,1.0,,,Les Ponts-de-Martel,2316,46.9872,6.73135,Neuchâtel,1248.0
215,1150000,Apartment,3.5,6,90.0,6.0,2014.0,2014.0,Locarno,6600,46.1729,8.795375,Ticino,16012.0
216,1285000,Apartment,3.5,5,97.0,7.0,2014.0,2014.0,Locarno,6600,46.1729,8.795375,Ticino,16012.0
217,950000,Apartment,3.5,2,132.0,1.0,2022.0,2022.0,Losone,6616,46.1692,8.742,Ticino,6701.0
218,545000,Apartment,3.5,5,90.0,1.0,,,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
